session_id,total_pnl,ASH_COATED_OSMIUM_pnl,INTARIAN_PEPPER_ROOT_pnl,ASH_COATED_OSMIUM_position,INTARIAN_PEPPER_ROOT_position,ASH_COATED_OSMIUM_cash,INTARIAN_PEPPER_ROOT_cash,total_slope_per_step,total_r2,ASH_COATED_OSMIUM_slope_per_step,ASH_COATED_OSMIUM_r2,INTARIAN_PEPPER_ROOT_slope_per_step,INTARIAN_PEPPER_ROOT_r2
0,100133.9873046875,20699.9560546875,79434.03125,13,80,-109389,-1040558,10.062468596611446,0.9999198503579285,2.056943692829211,0.9980165958050023,8.005524903782236,0.9999996816697291
1,99811.931640625,20445.900390625,79366.03125,-11,80,130487,-1120626,10.019350613183056,0.9999153389556892,2.0194757903563896,0.99792750087555,7.9998748228266665,0.999999787093451
2,98592.765625,19106.734375,79486.03125,29,80,-270920,-1040506,9.93459204457809,0.9999512110944028,1.9254482761338483,0.9987369954621441,8.00914376844424,0.9999997689040869
3,100555.53125,21225.5,79330.03125,64,80,-618936,-1120662,10.113286892207014,0.9997672445318443,2.110557923094093,0.9946632468189704,8.00272896911292,0.9999998343892266
4,98976.33203125,19586.30078125,79390.03125,13,80,-110417,-1040602,9.924735121943883,0.9999545148962499,1.9213554927886318,0.9988085530400458,8.003379629155255,0.9999998649517022
5,98184.453125,18773.421875,79411.03125,-5,80,68796,-1120581,9.854142855930846,0.9999491048954714,1.8485132715437462,0.9985571597243595,8.005629584387107,0.999999728376324
6,99482.91796875,20041.88671875,79441.03125,12,80,-99942,-1040551,9.994429211374845,0.9998765079415202,1.9893528650665495,0.9968943243750421,8.005076346308302,0.9999997526645726
7,99731.9248046875,20400.8935546875,79331.03125,-43,80,450377,-1120661,10.011852583329025,0.9999024532981402,2.0101810975926098,0.9976151596511706,8.001671485736415,0.9999997482589854
8,98458.765625,19003.734375,79455.03125,66,80,-640608,-1040537,10.02502406624676,0.9999478906951724,2.016489736375698,0.9987278841464419,8.008534329871063,0.9999996967371553
9,99411.87890625,20093.84765625,79318.03125,-21,80,230058,-1120674,9.934507748773028,0.9998228193016572,1.936921127382214,0.995433080299473,7.99758662139081,0.9999997813748992
10,99681.0380859375,20269.0068359375,79412.03125,21,80,-189745,-1040580,10.077564509626868,0.999696101757849,2.073121452307379,0.9929598968080263,8.00444305731949,0.999999822829078
11,99425.3671875,20062.3359375,79363.03125,-20,80,219978,-1120629,10.040012116609041,0.999939476942704,2.036971043976355,0.9985204861863141,8.003041072632683,0.9999995442134253
12,98457.1015625,18991.0703125,79466.03125,8,80,-61027,-1040526,9.904730948996002,0.9999219968854289,1.8991834150922586,0.9978396941820575,8.005547533903743,0.9999998000761661
13,98645.24609375,19225.21484375,79420.03125,-44,80,459203,-1120572,9.908084417415463,0.9999678392696632,1.9025322114823837,0.999137615669743,8.005552205933082,0.9999996027215872
14,97805.3193359375,18463.2880859375,79342.03125,-19,80,208458,-1040650,9.857062299801296,0.9998312213622884,1.8529928328440513,0.9952579799894665,8.004069466957242,0.9999997884593803
15,98426.099609375,18976.068359375,79450.03125,59,80,-571001,-1120542,9.94956470933482,0.9999211802162857,1.9475177602552352,0.9979392771566338,8.002046949079585,0.9999998639229299
16,97282.23828125,17851.20703125,79431.03125,22,80,-202102,-1040561,9.81206914033332,0.999869856199314,1.8068472777949112,0.9962275004701919,8.005221862538408,0.9999996846929566
17,97758.685546875,18389.654296875,79369.03125,77,80,-751612,-1120623,9.813455376081796,0.9998068428111831,1.813206391663493,0.9943274879466767,8.000248984418306,0.9999996822955188
18,100583.4091796875,21127.3779296875,79456.03125,-3,80,51130,-1040536,10.115338064373306,0.999971022574566,2.110316484588925,0.9993302080730606,8.005021579784382,0.9999997636061844
19,99287.626953125,19912.595703125,79375.03125,50,80,-479748,-1120617,9.989177322899472,0.9999618685051301,1.9762448051280646,0.9990714938717853,8.012932517771407,0.9999989006461338
20,98331.396484375,18907.365234375,79424.03125,-58,80,598984,-1040568,9.938410921410819,0.9998263616812592,1.9275184132195398,0.9953602604113809,8.01089250819128,0.9999997391007842
21,97758.205078125,18244.173828125,79514.03125,15,80,-131794,-1120478,9.784724435535301,0.9999493270285725,1.7722260314632743,0.9983101228566023,8.012498404072032,0.9999986998120157
22,98668.1240234375,19216.0927734375,79452.03125,21,80,-190656,-1040540,9.950647789101634,0.9999548740546084,1.9415792977338198,0.9987945906759952,8.009068491367811,0.9999996639668275
23,99924.25,20608.21875,79316.03125,48,80,-459513,-1120676,10.076984081984298,0.9999312701385602,2.0748572480606473,0.9983919449788673,8.002126833923647,0.9999998114756187
24,98463.4453125,19011.4140625,79452.03125,56,80,-541057,-1040540,9.951455318904042,0.9999588049288012,1.9479771970873168,0.99890420703766,8.003478121816721,0.9999997484881202
25,98239.365234375,18867.333984375,79372.03125,6,80,-41133,-1120620,9.926549955158881,0.9999192055250941,1.9256065499776323,0.9978581907712158,8.000943405181248,0.9999998295665062
26,100088.5107421875,20671.4794921875,79417.03125,67,80,-649215,-1040575,10.025772240852785,0.999903743478726,2.024295208661877,0.9976456203359494,8.00147703219091,0.9999997781345995
27,99088.1259765625,19696.0947265625,79392.03125,47,80,-450215,-1120600,10.005177955248694,0.9999298417323254,2.0018672715783183,0.9982785516555142,8.003310683670378,0.9999997781958647
28,99380.248046875,20053.216796875,79327.03125,51,80,-490223,-1040665,9.990443629349338,0.999963127425386,1.986920983425931,0.9990874451635445,8.00352264592341,0.9999998563757995
29,98439.2255859375,18993.1943359375,79446.03125,29,80,-271059,-1120546,9.912319975742408,0.9997703070132168,1.9020721241171317,0.9938053163104948,8.010247851625278,0.9999994978749018
30,100311.146484375,20844.115234375,79467.03125,77,80,-749104,-1040525,10.09768885971526,0.9999126494048852,2.0833480106136246,0.9980677386379834,8.014340849101629,0.9999985341657205
31,99580.384765625,19955.353515625,79625.03125,-5,80,69933,-1120367,10.029250181961034,0.9998915825283035,2.0241203832040475,0.9973122570390389,8.005129798756986,0.9999999183041703
32,99033.431640625,19500.400390625,79533.03125,15,80,-130555,-1040459,9.8749582153447,0.9999192158823049,1.861505266219494,0.9977412979757637,8.013452949125206,0.9999994176836491
33,100152.6640625,20652.6328125,79500.03125,-8,80,100636,-1120492,10.073213312590287,0.9998668815731074,2.0673545246150513,0.996864337092731,8.005858787975233,0.9999997699746502
34,100011.626953125,20535.595703125,79476.03125,10,80,-79510,-1040516,10.114586230201741,0.9999361706009252,2.102357610361838,0.9984403765667957,8.012228619839904,0.9999988987874658
35,99012.388671875,19675.357421875,79337.03125,58,80,-560294,-1120655,9.946244134007006,0.9998347518816881,1.9443527067763706,0.9956954282676874,8.001891427230639,0.9999997647615484
36,98155.2900390625,18675.2587890625,79480.03125,21,80,-191252,-1040512,9.887207052657999,0.9999163230478293,1.8779592665088258,0.9977417302303075,8.009247786149174,0.99999961559682
37,100223.5546875,20918.5234375,79305.03125,72,80,-699296,-1120687,10.101935890855415,0.9999428906729507,2.1005026967536167,0.9986831784725747,8.001433194101796,0.9999996832308319
38,99135.7333984375,19671.7021484375,79464.03125,67,80,-650337,-1040528,9.984888842361503,0.9997813101357245,1.9762331413345735,0.9942099982119514,8.008655701026928,0.9999995633430556
39,98622.90625,19243.875,79379.03125,34,80,-320567,-1120613,9.967949418563391,0.9999577568448249,1.9635688691826767,0.9989536958878793,8.004380549380713,0.9999996880338611
