session_id,total_pnl,ASH_COATED_OSMIUM_pnl,INTARIAN_PEPPER_ROOT_pnl,ASH_COATED_OSMIUM_position,INTARIAN_PEPPER_ROOT_position,ASH_COATED_OSMIUM_cash,INTARIAN_PEPPER_ROOT_cash,total_slope_per_step,total_r2,ASH_COATED_OSMIUM_slope_per_step,ASH_COATED_OSMIUM_r2,INTARIAN_PEPPER_ROOT_slope_per_step,INTARIAN_PEPPER_ROOT_r2
0,100250.9873046875,20816.9560546875,79434.03125,13,80,-109272,-1040558,10.078524598716006,0.9999130272422535,2.072999694933771,0.9978810057015536,8.005524903782236,0.9999996816697291
1,99845.931640625,20479.900390625,79366.03125,-11,80,130521,-1120626,10.02552912460884,0.9999243245247148,2.0256543017821746,0.9981567474157038,7.9998748228266665,0.999999787093451
2,98688.765625,19202.734375,79486.03125,29,80,-270824,-1040506,9.950329522231465,0.9999480260721524,1.9411857537872232,0.9986739522112992,8.00914376844424,0.9999997689040869
3,100702.53125,21372.5,79330.03125,64,80,-618789,-1120662,10.133722744871372,0.9997935948589428,2.130993775758452,0.9953368379451918,8.00272896911292,0.9999998343892266
4,99112.33203125,19722.30078125,79390.03125,13,80,-110281,-1040602,9.944206512872597,0.9999556461717302,1.9408268837173457,0.9988528501225702,8.003379629155255,0.9999998649517022
5,98204.453125,18793.421875,79411.03125,-5,80,68816,-1120581,9.859194947385367,0.9999490431514801,1.8535653629982671,0.9985620732612268,8.005629584387107,0.999999728376324
6,99658.91796875,20217.88671875,79441.03125,12,80,-99766,-1040551,10.01904966994705,0.9998793449467426,2.013973323638754,0.9970235429586457,8.005076346308302,0.9999997526645726
7,99997.9248046875,20666.8935546875,79331.03125,-43,80,450643,-1120661,10.051684834667348,0.9998976777435781,2.0500133489309325,0.9975716140815578,8.001671485736415,0.9999997482589854
8,98536.765625,19081.734375,79455.03125,66,80,-640530,-1040537,10.036610388310622,0.9999444472255943,2.028076058439561,0.9986558212742607,8.008534329871063,0.9999996967371553
9,99475.87890625,20157.84765625,79318.03125,-21,80,230122,-1120674,9.944607118038022,0.9998405804247349,1.9470204966472078,0.9959286306677138,7.99758662139081,0.9999997813748992
10,99713.0380859375,20301.0068359375,79412.03125,21,80,-189713,-1040580,10.086270019477759,0.9996970902259479,2.0818269621582695,0.9930278848152546,8.00444305731949,0.999999822829078
11,99459.3671875,20096.3359375,79363.03125,-20,80,220012,-1120629,10.044954794402468,0.9999439865556137,2.041913721769782,0.9986359827073565,8.003041072632683,0.9999995442134253
12,98517.1015625,19051.0703125,79466.03125,8,80,-60967,-1040526,9.91346172583131,0.9999247042054545,1.9079141919275664,0.9979289489009139,8.005547533903743,0.9999998000761661
13,98699.24609375,19279.21484375,79420.03125,-44,80,459257,-1120572,9.916618267145834,0.9999690213200787,1.9110660612127541,0.9991703980824134,8.005552205933082,0.9999996027215872
14,98046.3193359375,18704.2880859375,79342.03125,-19,80,208699,-1040650,9.894789513068567,0.9998223927672215,1.890720046111324,0.9951711993917566,8.004069466957242,0.9999997884593803
15,98730.099609375,19280.068359375,79450.03125,59,80,-570697,-1120542,9.99248074302998,0.9999003468525466,1.9904337939503955,0.9974813794979017,8.002046949079585,0.9999998639229299
16,97413.23828125,17982.20703125,79431.03125,22,80,-201971,-1040561,9.8223347971232,0.999862026365998,1.8171129345847905,0.9960291477032541,8.005221862538408,0.9999996846929566
17,97933.685546875,18564.654296875,79369.03125,77,80,-751437,-1120623,9.83841997617144,0.9998093550858103,1.838170991753139,0.9945181534727189,8.000248984418306,0.9999996822955188
18,100739.4091796875,21283.3779296875,79456.03125,-3,80,51286,-1040536,10.13760043768068,0.9999688374141267,2.1325788578962985,0.9992913410682841,8.005021579784382,0.9999997636061844
19,99381.626953125,20006.595703125,79375.03125,50,80,-479654,-1120617,10.002105200534752,0.9999605804966579,1.9891726827633431,0.9990614809215712,8.012932517771407,0.9999989006461338
20,98624.396484375,19200.365234375,79424.03125,-58,80,599277,-1040568,9.9659357164656,0.9998217558706294,1.9550432082743205,0.995346306334567,8.01089250819128,0.9999997391007842
21,97943.205078125,18429.173828125,79514.03125,15,80,-131609,-1120478,9.809951478179961,0.9999550628965881,1.797453074107929,0.9985329905466541,8.012498404072032,0.9999986998120157
22,98809.1240234375,19357.0927734375,79452.03125,21,80,-190515,-1040540,9.971210744279265,0.9999559871451908,1.9621422529114494,0.9988267322694606,8.009068491367811,0.9999996639668275
23,100063.25,20747.21875,79316.03125,48,80,-459374,-1120676,10.097356444916022,0.9999354772259712,2.0952296109923707,0.9985135742432623,8.002126833923647,0.9999998114756187
24,98479.4453125,19027.4140625,79452.03125,56,80,-541041,-1040540,9.954939752524886,0.9999583598071956,1.9514616307081611,0.9988953647850837,8.003478121816721,0.9999997484881202
25,98494.365234375,19122.333984375,79372.03125,6,80,-40878,-1120620,9.962915649588538,0.9999135039115885,1.9619722444072893,0.9977774565794638,8.000943405181248,0.9999998295665062
26,100278.5107421875,20861.4794921875,79417.03125,67,80,-649025,-1040575,10.053679844403861,0.999914368691146,2.052202812212953,0.9979493837116618,8.00147703219091,0.9999997781345995
27,99121.1259765625,19729.0947265625,79392.03125,47,80,-450182,-1120600,10.0102685365596,0.9999282430108485,2.006957852889224,0.9982474411115769,8.003310683670378,0.9999997781958647
28,99537.248046875,20210.216796875,79327.03125,51,80,-490066,-1040665,10.014767841590581,0.9999646841902605,2.0112451956671733,0.9991414097676692,8.00352264592341,0.9999998563757995
29,98523.2255859375,19076.1943359375,79447.03125,29,80,-270976,-1120545,9.919120363306542,0.9997767577386937,1.9088520014872512,0.9940175857442254,8.01026836181929,0.9999994992329937
30,100513.146484375,21046.115234375,79467.03125,77,80,-748902,-1040525,10.127124127095236,0.9999144361907133,2.1127832779936035,0.9981319793310263,8.014340849101629,0.9999985341657205
31,99601.384765625,19976.353515625,79625.03125,-5,80,69954,-1120367,10.033905272941384,0.9998923489180861,2.028775474184393,0.9973415199509951,8.005129798756986,0.9999999183041703
32,99251.431640625,19718.400390625,79533.03125,15,80,-130337,-1040459,9.906507012160187,0.9999273067508857,1.893054063034982,0.9980290993039307,8.013452949125206,0.9999994176836491
33,100368.6640625,20868.6328125,79500.03125,-8,80,100852,-1120492,10.094422271073036,0.9998749968880877,2.088563483097801,0.9971058086737749,8.005858787975233,0.9999997699746502
34,100317.626953125,20841.595703125,79476.03125,10,80,-79204,-1040516,10.158628947700167,0.9999206888219877,2.1464003278602655,0.9981147183336108,8.012228619839904,0.9999988987874658
35,99004.388671875,19667.357421875,79337.03125,58,80,-560302,-1120655,9.945985785584423,0.9998336200216805,1.944094358353787,0.9956653800051632,8.001891427230639,0.9999997647615484
36,98321.2900390625,18841.2587890625,79480.03125,21,80,-191086,-1040512,9.910806041267989,0.9999079210327427,1.9015582551188157,0.9975635222240093,8.009247786149174,0.99999961559682
37,100384.5546875,21079.5234375,79305.03125,72,80,-699135,-1120687,10.125587199435929,0.9999446761298859,2.1241540053341295,0.9987474570702259,8.001433194101796,0.9999996832308319
38,99202.7333984375,19738.7021484375,79464.03125,67,80,-650270,-1040528,9.99441149610273,0.9997857505911438,1.9857557950758,0.9943678638068397,8.008655701026928,0.9999995633430556
39,98813.90625,19434.875,79379.03125,34,80,-320376,-1120613,9.993916659085064,0.9999535745930052,1.9895361097043491,0.998877233435254,8.004380549380713,0.9999996880338611
40,98859.37890625,19420.34765625,79439.03125,50,80,-480436,-1040553,9.995185856278296,0.9998914770033863,1.9903836059837952,0.9972156346730235,8.004802250294498,0.9999997632507373
41,98260.404296875,18922.373046875,79338.03125,-15,80,168950,-1120654,9.888628006015066,0.9998102188611031,1.8846126640632055,0.9947928217231851,8.004015341951861,0.9999995726608082
42,98305.0703125,18778.0390625,79527.03125,45,80,-431242,-1040465,9.963696833917963,0.999960680328972,1.9553784241503698,0.9989928240529227,8.008318409767591,0.9999997478694183
43,99304.03125,19874,79430.03125,0,80,19874,-1120562,9.902759534414358,0.9999076111095204,1.8971702868237208,0.9974940624500128,8.005589247590635,0.9999997267775219
44,99054.5712890625,19604.5400390625,79450.03125,63,80,-610326,-1040542,10.010070500225392,0.9999478690776712,2.0026691780625288,0.9987118074523096,8.007401322162865,0.9999996743949826
45,98905.6044921875,19511.5732421875,79394.03125,47,80,-450449,-1120598,9.947300710850861,0.9999506817637428,1.9413111868384936,0.9986708819736432,8.005989524012366,0.9999996280947667
46,100199.49609375,20765.46484375,79434.03125,62,80,-599038,-1040558,10.094507527438767,0.9999422464904169,2.085898596435168,0.9986656564135098,8.008608931003598,0.9999995740005839
47,100044.265625,20510.234375,79534.03125,68,80,-659634,-1120458,10.113137101680573,0.9998215639681536,2.0945831241829818,0.9959453679920833,8.018553977497593,0.9999986144933836
48,99589.03125,20234,79355.03125,0,80,20234,-1040637,10.055997742403896,0.9999570947129525,2.0529148696121267,0.9989898259881008,8.003082872791769,0.9999998826088417
49,98080.541015625,18752.509765625,79328.03125,-3,80,48734,-1120664,9.847090268469094,0.9999604257800956,1.844758216589879,0.9988854458180358,8.002332051879211,0.999999708587498
50,101487.765625,22115.734375,79372.03125,54,80,-517883,-1040620,10.253230269868782,0.9998502482203372,2.2479715487244447,0.9968168808215204,8.005258721144338,0.9999997509491635
51,99720.5078125,20197.4765625,79523.03125,-10,80,120174,-1120469,10.04551624600042,0.9999114991070278,2.043466615189959,0.9978534226403365,8.002049630810461,0.9999998075525153
52,100327.4052734375,20898.3740234375,79429.03125,47,80,-449192,-1040563,10.035437743414459,0.9999149488223176,2.0328111527283865,0.9979838702433351,8.002626590686074,0.9999997012109592
53,99388.474609375,19816.443359375,79572.03125,-3,80,49814,-1120420,9.96873572455039,0.9999075364728689,1.9560342125442973,0.9977408800570794,8.012701512006092,0.999999417600239
