session_id,day,total_pnl,ASH_COATED_OSMIUM_pnl,INTARIAN_PEPPER_ROOT_pnl,total_slope_per_step,total_r2,ASH_COATED_OSMIUM_slope_per_step,ASH_COATED_OSMIUM_r2,INTARIAN_PEPPER_ROOT_slope_per_step,INTARIAN_PEPPER_ROOT_r2
0,-2,100192.9873046875,20790.9560546875,79402.03125,10.070326780874028,0.9999080407073215,2.0691434389212082,0.9978140395861168,8.00118334195282,0.9999997793710543
1,-1,99878.931640625,20528.900390625,79350.03125,10.029006715179495,0.9999214820282888,2.0302831872224636,0.9980673493674234,7.998723527957032,0.9999997659666823
2,-2,98625.765625,19191.734375,79434.03125,9.940468171912851,0.9999504405272138,1.936944339842809,0.998707946930712,8.003523832070039,0.9999998209848477
3,-1,100681.53125,21379.5,79302.03125,10.131044791898594,0.9997918935728622,2.131653399247048,0.9952975154452757,7.999391392651544,0.999999839590271
4,-2,99086.33203125,19724.30078125,79362.03125,9.94061396202267,0.9999573772203968,1.939437622457453,0.9988872648833538,8.001176339565223,0.999999909143541
5,-1,98144.453125,18789.421875,79355.03125,9.849396897511387,0.9999486960724432,1.8506866245054798,0.9985748936273615,7.998710273005914,0.9999997567008359
6,-2,99588.91796875,20189.88671875,79399.03125,10.009654824481101,0.9998753185022917,2.008949301216514,0.9969208395424602,8.000705523264593,0.999999774367655
7,-1,99896.9248046875,20615.8935546875,79281.03125,10.037024269946741,0.9998929307519937,2.0381766714585656,0.997433286309889,7.998847598488175,0.9999997382738338
8,-2,98508.765625,19109.734375,79399.03125,10.033340295877922,0.9999449762307197,2.0302227795130285,0.9986771820061123,8.003117516364895,0.9999997184160837
9,-1,99448.87890625,20189.84765625,79259.03125,9.941898688487491,0.9998402339583432,1.9491610906406136,0.9958408794862594,7.992737597846873,0.9999997671536102
10,-2,99675.0380859375,20298.0068359375,79377.03125,10.076102362880246,0.9997041916773108,2.0755211008453753,0.9930719336995016,8.000581262034872,0.9999998671280663
11,-1,99463.3671875,20136.3359375,79327.03125,10.045394284812863,0.9999419725513978,2.0457017177916614,0.9986062832569437,7.999692567021198,0.9999995418492127
12,-2,98451.1015625,19041.0703125,79410.03125,9.9063074873595,0.9999250763930003,1.906505372329478,0.9978949187040714,7.999802115030021,0.9999997755524757
13,-1,98694.24609375,19319.21484375,79375.03125,9.913385065455502,0.9999683514160684,1.912695155555045,0.9991654207903676,8.000689909900458,0.9999996468911995
14,-2,97871.3193359375,18558.2880859375,79313.03125,9.866339246328064,0.9998368878334515,1.865687749725001,0.9954734803570852,8.000651496603062,0.9999998038949786
15,-1,98679.099609375,19256.068359375,79423.03125,9.985785530013029,0.9999011573808941,1.985619830468256,0.997509635324356,8.000165699544771,0.9999998772425851
16,-2,97423.23828125,18040.20703125,79383.03125,9.822262943300705,0.9998663848356824,1.8228710614065962,0.9962462642228742,7.999391881894107,0.9999997522387566
17,-1,97793.685546875,18489.654296875,79304.03125,9.819721976886461,0.9998082733567614,1.8261488296909174,0.9944015545605225,7.993573147195548,0.9999996167248243
18,-2,100630.4091796875,21224.3779296875,79406.03125,10.123459012777266,0.9999709128406158,2.1226402459969123,0.9993350295758145,8.000818766780354,0.999999773731606
19,-1,99325.626953125,19998.595703125,79327.03125,9.994194397154555,0.9999607755871056,1.9862101345177177,0.9990448743604844,8.00798426263684,0.9999991385818973
20,-2,98471.396484375,19114.365234375,79357.03125,9.942920151109444,0.9998127118701968,1.940394364313832,0.9950980976954029,8.002525786795612,0.9999998055375512
21,-1,97842.205078125,18375.173828125,79467.03125,9.796126512551712,0.9999555173467012,1.7888706139321044,0.9985592202028261,8.007255898619608,0.9999989353132201
22,-2,98763.1240234375,19388.0927734375,79375.03125,9.966317057572327,0.9999550696210748,1.9638265807402926,0.9988345576824743,8.002490476832032,0.9999998157031774
23,-1,100060.25,20781.21875,79279.03125,10.09426226517108,0.9999334491555523,2.095587047351945,0.9984504226368971,7.998675217819131,0.9999998084678672
24,-2,98440.4453125,19040.4140625,79400.03125,9.951447739331966,0.9999586591575333,1.9510557172041019,0.9989231541073639,8.00039202212786,0.9999997811236409
25,-1,98395.365234375,19037.333984375,79358.03125,9.947105103166434,0.9999200431945773,1.9479914660974815,0.9979405025152238,7.999113637068951,0.9999998293506577
26,-2,100177.5107421875,20783.4794921875,79394.03125,10.03967188152778,0.9999073677447036,2.039853353189459,0.9977605514176315,7.999818528338326,0.9999998003685614
27,-1,99101.1259765625,19751.0947265625,79350.03125,10.006622688453142,0.9999310286952112,2.00822146593386,0.9982835291367069,7.998401222519284,0.9999997896596726
28,-2,99462.248046875,20172.216796875,79290.03125,10.001641276941315,0.9999662810227268,2.0011859847925813,0.9991636197175136,8.000455292148736,0.999999903450388
29,-1,98476.2255859375,19097.1943359375,79379.03125,9.91126134444995,0.9997776207777785,1.9088367570350988,0.9940624174148693,8.002424587414852,0.9999997225401682
30,-2,100407.146484375,20974.115234375,79433.03125,10.111122393871595,0.9999101806359448,2.099999655338141,0.9980396141748588,8.011122738533448,0.9999986467145637
31,-1,99575.384765625,20015.353515625,79560.03125,10.02890392896537,0.9998914077703025,2.030144249950081,0.9973495338898251,7.998759679015285,0.9999999217236123
32,-2,99092.431640625,19608.400390625,79484.03125,9.882847798591595,0.9999203619958453,1.8750016510304577,0.9978231624275115,8.007846147561139,0.9999996420562688
33,-1,100258.6640625,20807.6328125,79451.03125,10.079178335808596,0.9998688067490277,2.0789876054860423,0.996951265298487,8.000190730322554,0.9999998392643319
34,-2,100217.626953125,20774.595703125,79443.03125,10.144900012594878,0.9999235858311143,2.1356295281805573,0.9981889431085925,8.009270484414323,0.999999121195208
35,-1,98999.388671875,19683.357421875,79316.03125,9.94475649503613,0.9998355522374737,1.9449280728401244,0.9957089507279275,7.999828422196009,0.9999997745257515
36,-2,98210.2900390625,18788.2587890625,79422.03125,9.895932954541257,0.9999094772157544,1.8928950248021834,0.9975688860830958,8.003037929739076,0.9999997407521738
37,-1,100295.5546875,21009.5234375,79286.03125,10.111425764598314,0.9999413241241515,2.111820642348796,0.9986647940088724,7.999605122249515,0.9999996856844151
38,-2,99126.7333984375,19707.7021484375,79419.03125,9.98399049720652,0.9997783622756122,1.9803951462321934,0.9942807069196041,8.003595350974324,0.9999997054842539
39,-1,98735.90625,19402.875,79333.03125,9.984265506270553,0.9999533858842721,1.9845107852220958,0.9988427236702513,7.999754721048454,0.9999998005885584
40,-2,98869.37890625,19458.34765625,79411.03125,9.994841220315024,0.9998850168370206,1.993464555928784,0.9971024284863299,8.001376664386243,0.9999998281698246
41,-1,98062.404296875,18766.373046875,79296.03125,9.86155423782128,0.9998030052513853,1.8617483773515167,0.9945107191219046,7.999805860469766,0.9999996453681621
42,-2,98154.0703125,18664.0390625,79490.03125,9.941087543028509,0.9999622881321902,1.9369970864572001,0.9990102839413615,8.004090456571312,0.9999998001624805
43,-1,99234.03125,19855,79379.03125,9.892885505315617,0.99990879285042,1.893012310782141,0.997529930240315,7.999873194533475,0.9999997633765838
44,-2,99019.5712890625,19623.5400390625,79396.03125,10.004590192716735,0.9999483211475225,2.002397116117808,0.9987244699997577,8.002193076598928,0.9999997155902238
45,-1,98845.6044921875,19515.5732421875,79330.03125,9.938925366267108,0.9999429853461753,1.9394358798717404,0.998501807919617,7.999489486395365,0.9999997027463573
46,-2,100084.49609375,20718.46484375,79366.03125,10.080581550266816,0.9999453397294727,2.078816097196343,0.9987148667971323,8.001765453070472,0.9999998015442134
47,-1,100037.265625,20523.234375,79514.03125,10.111619837630528,0.9998269308195771,2.0952404696926816,0.9960457312334356,8.016379367937846,0.9999988303805564
48,-2,99552.03125,20228,79324.03125,10.050332982081247,0.9999559491706335,2.050639084445369,0.998973811281445,7.999693897635878,0.9999998682732071
49,-1,98071.541015625,18783.509765625,79288.03125,9.845729859271488,0.9999610158917,1.8475922395662192,0.9989041419655336,7.998137619705267,0.9999997245480844
50,-2,101413.765625,22073.734375,79340.03125,10.244322824739365,0.9998559694695038,2.2421870406862547,0.9969709808433195,8.00213578405311,0.9999998754796392
51,-1,99662.5078125,20171.4765625,79491.03125,10.036180719313064,0.9999114744704359,2.0376824708681176,0.9978578643893249,7.998498248444947,0.9999998175416002
52,-2,100264.4052734375,20875.3740234375,79389.03125,10.027416225632244,0.9999109947971313,2.0278497740447725,0.997863631267276,7.999566451587473,0.9999996932081298
53,-1,99331.474609375,19832.443359375,79499.03125,9.961927705568309,0.9999047178468128,1.957591178785867,0.997696806037651,8.004336526782442,0.9999994311782543
54,-2,98183.07421875,18767.04296875,79416.03125,9.869165196798619,0.9999094202974639,1.866850148098095,0.9975076641180942,8.002315048700527,0.9999997573282281
55,-1,99433.234375,20117.203125,79316.03125,9.962392732740302,0.9999168663096278,1.9620125242867816,0.9978274487996758,8.00038020845352,0.9999998307660215
56,-2,97004.4296875,17568.3984375,79436.03125,9.750180508532905,0.9999027089485077,1.748788373793163,0.996991326787097,8.001392134739746,0.9999997513225569
57,-1,98348.548828125,19037.517578125,79311.03125,9.870325001292418,0.9999215799322005,1.8714400739186867,0.9978135900794436,7.998884927373733,0.9999997702087702
58,-2,99827.349609375,20403.318359375,79424.03125,10.009743290845718,0.9998454490803927,2.010658400730309,0.9961883208077401,7.999084890115407,0.9999998450639582
59,-1,99877.3046875,20508.2734375,79369.03125,10.067203516694974,0.9998912440074407,2.066777203767309,0.9974303689953093,8.000426312927663,0.9999998283114726
60,-2,98935.07421875,19532.04296875,79403.03125,9.91437068917619,0.9999460291792602,1.9132111039019157,0.998558702050224,8.00115958527427,0.9999997837407031
61,-1,100897.5185546875,21646.4873046875,79251.03125,10.081571959371306,0.999956164546872,2.0832384721514217,0.9989931303196279,7.9983334872198855,0.9999997683333411
62,-2,98070.6005859375,18663.5693359375,79407.03125,9.86228917975845,0.9998835228399964,1.8614373099280375,0.9967163165999944,8.000851869830411,0.9999997966145591
63,-1,98167.7890625,18804.7578125,79363.03125,9.87505937463376,0.9999131115134386,1.8753937904286162,0.9976276757525392,7.999665584205144,0.9999998035364752
64,-2,98224.40625,18907.375,79317.03125,9.829388600173656,0.9998522087552645,1.827697120490758,0.9957704082950607,8.001691479682899,0.9999997739671641
65,-1,101408.60546875,22107.57421875,79301.03125,10.14701456016151,0.9998632499739558,2.1427017386797367,0.9968630989346515,8.004312821481776,0.9999995902399964
66,-2,97657.84375,18266.8125,79391.03125,9.864125752887505,0.9999084617711701,1.8638701523476695,0.9974478259807439,8.000255600539834,0.9999998063524042
67,-1,98270.2783203125,18842.2470703125,79428.03125,9.882901480105003,0.9999248847929688,1.8822619198800563,0.9979253804977524,8.00063956022495,0.9999997863640419
68,-2,98913.1474609375,19442.1162109375,79471.03125,9.942693313218362,0.999815634878696,1.9410093596771665,0.9952433030925444,8.001683953541193,0.9999998338674646
69,-1,99591.0400390625,20206.0087890625,79385.03125,10.023536723762213,0.9998897447099415,2.025390403569178,0.9973375535253516,7.998146320193039,0.9999994310377408
