session_id,day,total_pnl,ASH_COATED_OSMIUM_pnl,INTARIAN_PEPPER_ROOT_pnl,total_slope_per_step,total_r2,ASH_COATED_OSMIUM_slope_per_step,ASH_COATED_OSMIUM_r2,INTARIAN_PEPPER_ROOT_slope_per_step,INTARIAN_PEPPER_ROOT_r2
0,-2,100235.9873046875,20801.9560546875,79434.03125,10.07658496396661,0.9999119245853492,2.0710600601843745,0.9978513657923119,8.005524903782236,0.9999996816697291
1,-1,99858.931640625,20492.900390625,79366.03125,10.026918595808734,0.9999233925689573,2.0270437729820694,0.9981360845767557,7.9998748228266665,0.999999787093451
2,-2,98661.765625,19175.734375,79486.03125,9.945611346560282,0.9999491307565698,1.9364675781160414,0.9986983975242721,8.00914376844424,0.9999997689040869
3,-1,100712.53125,21382.5,79330.03125,10.134812257882269,0.9997914710627328,2.132083288769347,0.9952928726800085,8.00272896911292,0.9999998343892266
4,-2,99080.33203125,19690.30078125,79390.03125,9.939614668144678,0.9999571050661602,1.9362350389894272,0.9988883201742439,8.003379629155255,0.9999998649517022
5,-1,98201.453125,18790.421875,79411.03125,9.857411430219532,0.999948870196049,1.851781845832432,0.9985549219260998,8.005629584387107,0.999999728376324
6,-2,99637.91796875,20196.88671875,79441.03125,10.016238475842938,0.999877077636381,2.0111621295346422,0.99696105670574,8.005076346308302,0.9999997526645726
7,-1,99977.9248046875,20646.8935546875,79331.03125,10.048149880559999,0.9998949368237166,2.0464783948235827,0.9974998924415601,8.001671485736415,0.9999997482589854
8,-2,98527.765625,19072.734375,79455.03125,10.035178932974308,0.9999451337961229,2.026644603103247,0.9986711181179572,8.008534329871063,0.9999996967371553
9,-1,99494.87890625,20176.84765625,79318.03125,9.946530107161252,0.999837354274921,1.9489434857704377,0.9958521764325163,7.99758662139081,0.9999997813748992
10,-2,99724.0380859375,20312.0068359375,79412.03125,10.085497810128201,0.999698171105462,2.0810547528087118,0.9930489655787437,8.00444305731949,0.999999822829078
11,-1,99472.3671875,20109.3359375,79363.03125,10.046119242782112,0.9999436784561185,2.043078170149426,0.9986298967443343,8.003041072632683,0.9999995442134253
12,-2,98491.1015625,19025.0703125,79466.03125,9.91008640269831,0.9999180586936004,1.904538868794569,0.9977402359785131,8.005547533903743,0.9999998000761661
13,-1,98682.24609375,19262.21484375,79420.03125,9.913723622388888,0.9999697367025603,1.9081714164558077,0.9991874186138456,8.005552205933082,0.9999996027215872
14,-2,98568.3193359375,19233.2880859375,79335.03125,9.914370633444,0.9998442826564269,1.9107054285167475,0.9958379153464141,8.00366520492725,0.9999997848852775
15,-1,98716.099609375,19266.068359375,79450.03125,9.990651116109683,0.9998994751380331,1.9886041670300993,0.9974554715522812,8.002046949079585,0.9999998639229299
16,-2,97367.23828125,17936.20703125,79431.03125,9.823388410200291,0.9998641402691794,1.8181665476618807,0.996095231757552,8.005221862538408,0.9999996846929566
17,-1,97940.685546875,18571.654296875,79369.03125,9.839311016788352,0.9998107369293633,1.8390620323700495,0.994561766307905,8.000248984418306,0.9999996822955188
18,-2,100707.4091796875,21251.3779296875,79456.03125,10.132430726334983,0.9999705247488391,2.1274091465506015,0.9993267787777953,8.005021579784382,0.9999997636061844
19,-1,99360.626953125,19985.595703125,79375.03125,9.999009743689797,0.9999598385725138,1.9860772259183888,0.9990438047163201,8.012932517771407,0.9999989006461338
20,-2,98456.396484375,19032.365234375,79424.03125,9.957046430134644,0.9998211623645172,1.9461539219433688,0.9952991755982197,8.01089250819128,0.9999997391007842
21,-1,97815.205078125,18301.173828125,79514.03125,9.809440157985426,0.9999553468733666,1.7969417539133947,0.998538928793209,8.012498404072032,0.9999986998120157
22,-2,98823.1240234375,19371.0927734375,79452.03125,9.972060646879763,0.9999559553417933,1.9629921555119483,0.9988274201213646,8.009068491367811,0.9999996639668275
23,-1,100042.25,20726.21875,79316.03125,10.094267677153134,0.9999361808041912,2.0921408432294832,0.9985265972915984,8.002126833923647,0.9999998114756187
24,-2,98502.4453125,19050.4140625,79452.03125,9.956966701057155,0.9999583927199174,1.9534885792404306,0.9988980894772893,8.003478121816721,0.9999997484881202
25,-1,98458.365234375,19086.333984375,79372.03125,9.957442706405809,0.9999162397803246,1.9564993012245597,0.9978383378487032,8.000943405181248,0.9999998295665062
26,-2,100274.5107421875,20857.4794921875,79417.03125,10.052858710405204,0.999914126446345,2.051381678214297,0.9979422963060994,8.00147703219091,0.9999997781345995
27,-1,99126.1259765625,19734.0947265625,79392.03125,10.010284649079761,0.9999282588695285,2.006973965409385,0.9982478473297783,8.003310683670378,0.9999997781958647
28,-2,99155.248046875,19828.216796875,79327.03125,9.957405415131468,0.9999616861292305,1.953882769208061,0.9990062410960235,8.00352264592341,0.9999998563757995
29,-1,98634.2255859375,19188.1943359375,79446.03125,9.940300406085951,0.9997752921384414,1.930052554460674,0.9940994994857629,8.010247851625278,0.9999994978749018
30,-2,100461.146484375,20994.115234375,79467.03125,10.12017446281774,0.9999098543318831,2.105833613716107,0.9980249325658404,8.014340849101629,0.9999985341657205
31,-1,99017.384765625,19382.353515625,79635.03125,9.953995668752482,0.9998288626167339,1.9474934752132576,0.9954630105644511,8.006502193539225,0.9999998904066454
32,-2,99256.431640625,19723.400390625,79533.03125,9.906547098304587,0.9999271048048236,1.8930941491793827,0.9980242821707507,8.013452949125206,0.9999994176836491
