session_id,day,total_pnl,ASH_COATED_OSMIUM_pnl,INTARIAN_PEPPER_ROOT_pnl,total_slope_per_step,total_r2,ASH_COATED_OSMIUM_slope_per_step,ASH_COATED_OSMIUM_r2,INTARIAN_PEPPER_ROOT_slope_per_step,INTARIAN_PEPPER_ROOT_r2
0,-2,99890.9873046875,20456.9560546875,79434.03125,10.038914781865818,0.9999121526948335,2.0333898780835833,0.997792118299674,8.005524903782236,0.9999996816697291
1,-1,99460.931640625,20094.900390625,79366.03125,9.985332930978878,0.9999179790012785,1.9854581081522127,0.9979370342435329,7.9998748228266665,0.999999787093451
2,-2,98458.765625,18972.734375,79486.03125,9.925344592208171,0.9999489865558859,1.9162008237639327,0.998666296527685,8.00914376844424,0.9999997689040869
3,-1,100256.53125,20926.5,79330.03125,10.081872275852868,0.9997503699227884,2.079143306739947,0.9941428011732182,8.00272896911292,0.9999998343892266
4,-2,98607.33203125,19217.30078125,79390.03125,9.889554357480453,0.9999538752190781,1.8861747283251944,0.9987518133629659,8.003379629155255,0.9999998649517022
5,-1,97667.453125,18256.421875,79411.03125,9.798881099604229,0.9999514887114728,1.7932515152171287,0.9985492706945556,8.005629584387107,0.999999728376324
6,-2,99100.91796875,19659.88671875,79441.03125,9.957053559716714,0.9998856816386533,1.9519772134084186,0.9970349135244702,8.005076346308302,0.9999997526645726
7,-1,99419.9248046875,20088.8935546875,79331.03125,9.982794535242444,0.9999011568990186,1.9811230495060292,0.9975259514276347,8.001671485736415,0.9999997482589854
8,-2,98172.765625,18717.734375,79455.03125,9.991087727207395,0.9999520509152985,1.9825533973363347,0.9987976244573903,8.008534329871063,0.9999996967371553
9,-1,99169.2734375,19851.2421875,79318.03125,9.920399944063732,0.9998239266700473,1.9228133226729232,0.9953962043259756,7.99758662139081,0.9999997813748992
10,-2,99436.0380859375,20024.0068359375,79412.03125,10.048899284081797,0.9997079425913493,2.04445622676231,0.9930841192195532,8.00444305731949,0.999999822829078
11,-1,99039.3671875,19676.3359375,79363.03125,9.999282908884657,0.9999335319795608,1.9962418362519752,0.998321919086576,8.003041072632683,0.9999995442134253
12,-2,98131.1015625,18665.0703125,79466.03125,9.867678807352796,0.9999254980406811,1.8621312734490547,0.997869889038678,8.005547533903743,0.9999998000761661
13,-1,98379.265625,18959.234375,79420.03125,9.881690506893927,0.9999679198083089,1.876138300960844,0.9991171445891714,8.005552205933082,0.9999996027215872
14,-2,98045.3193359375,18710.2880859375,79335.03125,9.852966314991956,0.9998519408756136,1.8493011100647043,0.9958264536305584,8.00366520492725,0.9999997848852775
15,-1,98132.099609375,18682.068359375,79450.03125,9.920300416202178,0.9999213487335895,1.9182534671225924,0.997890047836375,8.002046949079585,0.9999998639229299
16,-2,96898.23828125,17467.20703125,79431.03125,9.770978984362197,0.9998784755794616,1.7657571218237864,0.9963448349979763,8.005221862538408,0.9999996846929566
17,-1,97535.685546875,18166.654296875,79369.03125,9.790182046084217,0.999827357358623,1.7899330616659115,0.9948080191484217,8.000248984418306,0.9999996822955188
18,-2,100180.4091796875,20724.3779296875,79456.03125,10.073631251398712,0.9999684812203995,2.0686096716143267,0.999247536908669,8.005021579784382,0.9999997636061844
