number,value,params_ACO_SOFT_POS,params_IPR_ASK_OFFSET_1,params_SIGNAL_EDGE_ON,user_attrs_params_hash,user_attrs_train/metric/mean_pnl,user_attrs_train/n_sessions,user_attrs_train/pnl_mean,user_attrs_train/pnl_std,user_attrs_train/symbol/ASH_COATED_OSMIUM/mean,user_attrs_train/symbol/INTARIAN_PEPPER_ROOT/mean,user_attrs_train_val_delta,user_attrs_val/metric/mean_pnl,user_attrs_val/n_sessions,user_attrs_val/pnl_mean,user_attrs_val/pnl_std,user_attrs_val/symbol/ASH_COATED_OSMIUM/mean,user_attrs_val/symbol/INTARIAN_PEPPER_ROOT/mean,user_attrs_val_score,state,test_score,test_pnl_mean,test_pnl_std
6,9474.546630859375,53,9,0.16519419285672715,fafe0ac0bcf3,9474.546630859375,20,9474.546630859375,394.0410727749006,2087.915380859375,7386.63125,-11.853173828125364,9486.3998046875,10,9486.3998046875,279.53238202915793,2071.2685546875,7415.13125,9486.3998046875,COMPLETE,9368.2537109375,9368.2537109375,289.0105727376114
0,9474.546630859375,28,11,0.25790015733037963,57bca6d67757,9474.546630859375,20,9474.546630859375,394.0410727749006,2087.915380859375,7386.63125,-11.853173828125364,9486.3998046875,10,9486.3998046875,279.53238202915793,2071.2685546875,7415.13125,9486.3998046875,COMPLETE,9367.787044270834,9367.787044270834,289.4299880434556
3,9474.546630859375,44,11,0.08735112355604807,81ba6b40fc50,9474.546630859375,20,9474.546630859375,394.0410727749006,2087.915380859375,7386.63125,-11.853173828125364,9486.3998046875,10,9486.3998046875,279.53238202915793,2071.2685546875,7415.13125,9486.3998046875,COMPLETE,9367.787044270834,9367.787044270834,289.4299880434556
7,9474.546630859375,33,10,0.27332178696692166,4160262f86d2,9474.546630859375,20,9474.546630859375,394.0410727749006,2087.915380859375,7386.63125,-11.853173828125364,9486.3998046875,10,9486.3998046875,279.53238202915793,2071.2685546875,7415.13125,9486.3998046875,COMPLETE,9367.787044270834,9367.787044270834,289.4299880434556
8,9474.546630859375,22,11,0.2674992397645918,4997e41aa145,9474.546630859375,20,9474.546630859375,394.0410727749006,2087.915380859375,7386.63125,-11.853173828125364,9486.3998046875,10,9486.3998046875,279.53238202915793,2071.2685546875,7415.13125,9486.3998046875,COMPLETE,9367.787044270834,9367.787044270834,289.4299880434556
