number,value,params_MAKE_SPREAD,params_SOFT_POS_CAP,params_TAKE_EDGE,user_attrs_metric/cvar_5,user_attrs_metric/mean_pnl,user_attrs_n_sessions,user_attrs_symbol/ASH_COATED_OSMIUM/mean,user_attrs_total_pnl_mean,user_attrs_total_pnl_std,state
1,14013.727832031249,5,19,1,11766.890625,12837.03876953125,20,12837.03876953125,12837.03876953125,737.2881394350347,COMPLETE
0,7625.25380859375,3,54,6,5805.53125,7044.70068359375,20,7044.70068359375,7044.70068359375,571.563971994486,COMPLETE
2,7166.855908203124,1,46,6,5829.33203125,6583.922705078125,20,6583.922705078125,6583.922705078125,501.6461895190305,COMPLETE
