session_id,total_pnl,ASH_COATED_OSMIUM_pnl,INTARIAN_PEPPER_ROOT_pnl,ASH_COATED_OSMIUM_position,INTARIAN_PEPPER_ROOT_position,ASH_COATED_OSMIUM_cash,INTARIAN_PEPPER_ROOT_cash,total_slope_per_step,total_r2,ASH_COATED_OSMIUM_slope_per_step,ASH_COATED_OSMIUM_r2,INTARIAN_PEPPER_ROOT_slope_per_step,INTARIAN_PEPPER_ROOT_r2
0,99649.9873046875,20699.9560546875,78950.03125,13,80,-109389,-1041042,10.010602741906519,0.9999136665712568,2.056943692829211,0.9980165958050023,7.9536590490773085,0.9999989121473642
1,99301.931640625,20375.900390625,78926.03125,-11,80,130417,-1121066,9.975657486957214,0.9999181100242497,2.0123411127890427,0.9978411643445361,7.963316374168174,0.9999987940068262
2,98159.765625,19106.734375,79053.03125,29,80,-270920,-1040939,9.892731576425911,0.9999514226255157,1.9254482761338483,0.9987369954621441,7.96728330029206,0.9999992744782089
3,99911.53125,21154.5,78757.03125,64,80,-619007,-1121235,10.052785435445069,0.9997644674139369,2.103442120480017,0.9942043073778454,7.94934331496505,0.9999988308061165
4,98498.33203125,19479.30078125,79019.03125,13,80,-110524,-1040973,9.884461757409555,0.9999511739847715,1.9109302934183798,0.9987177059471696,7.973531463991176,0.9999992998474039
5,97488.453125,18742.421875,78746.03125,-5,80,68765,-1121246,9.774590789753432,0.9999423174130917,1.845283829243452,0.9985674417805074,7.929306960509979,0.9999977680300802
6,98967.91796875,19956.88671875,79011.03125,12,80,-100027,-1040981,9.938795134900245,0.9999009084659917,1.9812098588811193,0.9971876062329221,7.957585276019125,0.999998332461239
7,99180.9248046875,20402.8935546875,78778.03125,-43,80,450379,-1121214,9.964569649952002,0.9998990310770256,2.0104798910169026,0.997617670643638,7.954089758935101,0.9999986416383827
8,97494.765625,18609.734375,78885.03125,66,80,-641002,-1041107,9.90855546991618,0.9999559548602573,1.963830263006728,0.9988311390811926,7.944725206909449,0.9999991856589944
9,98510.87890625,19996.84765625,78514.03125,-21,80,229961,-1121478,9.848946234910512,0.9998388308628685,1.9267920667449234,0.9950258844772788,7.92215416816559,0.9999965087047944
10,98570.0302734375,19583.9990234375,78986.03125,-3,80,49586,-1041006,9.976157609086895,0.9996617271700283,2.0189520586330736,0.9916291169364516,7.957205550453819,0.9999991364089288
11,98809.3671875,19983.3359375,78826.03125,-20,80,219899,-1121166,9.9767909011177,0.9999362762373476,2.029177860192423,0.9983592492073924,7.947613040925274,0.9999974499967617
12,97866.1015625,18981.0703125,78885.03125,8,80,-61037,-1041107,9.84649011959738,0.9999317347179033,1.898686704870587,0.9978254826057844,7.947803414726793,0.999998195587801
13,97829.24609375,19184.21484375,78645.03125,-44,80,459162,-1121347,9.823151919750243,0.9999580131770642,1.8963388688375291,0.9991027222432368,7.926813050912716,0.9999963636760762
14,97539.3193359375,18881.2880859375,78658.03125,-19,80,208876,-1041334,9.791826824798886,0.999862902006632,1.8616440901489688,0.9958618820595856,7.930182734649917,0.999998124181789
15,97877.099609375,18965.068359375,78912.03125,59,80,-571012,-1121080,9.897430099653375,0.9999164989110257,1.946264043898698,0.997930222528185,7.951166055754676,0.999995764281512
16,96688.23828125,17790.20703125,78898.03125,22,80,-202163,-1041094,9.751126528755806,0.9998688433489926,1.8009198856136373,0.9963907132371059,7.9502066431421685,0.9999990057514242
17,96771.685546875,18293.654296875,78478.03125,77,80,-751708,-1121514,9.712554794983264,0.9997972813311105,1.8033701221971303,0.9947465168095885,7.9091846727861315,0.9999970807500574
18,99861.4091796875,20967.3779296875,78894.03125,-3,80,50970,-1041098,10.051362494044117,0.999961880419314,2.093453200014742,0.999172246444243,7.957909294029373,0.9999992808233434
19,98405.626953125,19805.595703125,78600.03125,50,80,-479855,-1121392,9.902044486781637,0.9999602034419516,1.9659407289410238,0.9990503567875695,7.936103757840612,0.9999962624063705
20,97595.396484375,18867.365234375,78728.03125,-58,80,598944,-1041264,9.858498836380608,0.9998326231149521,1.9234993191013487,0.995523376249361,7.934999517279259,0.9999993511881089
21,96865.205078125,18057.173828125,78808.03125,15,80,-131981,-1121184,9.70294888310653,0.9999385382442715,1.7663385247409775,0.9981488534499872,7.936610358365549,0.999997972015775
22,97888.1240234375,19168.0927734375,78720.03125,21,80,-190704,-1041272,9.8736866416232,0.9999535148688298,1.9359114742139791,0.9988048675306865,7.937775167409219,0.9999991450060886
23,98522.25,19913.21875,78609.03125,48,80,-460208,-1121383,9.903442886613892,0.9999009103109153,1.977519296028358,0.9977066706953324,7.925923590585532,0.999998341309301
24,97733.4453125,18968.4140625,78765.03125,56,80,-541100,-1041227,9.886366092117509,0.9999488246235506,1.9446683939048544,0.998759526358241,7.941697698212653,0.9999990471446113
25,97590.365234375,18683.333984375,78907.03125,6,80,-41317,-1121085,9.85650280085732,0.9999169931779018,1.9073959962916651,0.9978083832610626,7.949106804565657,0.9999986012418336
26,99493.5107421875,20547.4794921875,78946.03125,67,80,-649339,-1041046,9.967254124480876,0.9999017820704482,2.0128835251940633,0.9975999879848008,7.954370599286805,0.9999977901816104
27,98130.1259765625,19543.0947265625,78587.03125,47,80,-450368,-1121405,9.908276943783953,0.9999295163436511,1.9864359095240047,0.9981648932863149,7.921841034259956,0.9999970818480708
28,98369.248046875,19563.216796875,78806.03125,51,80,-490713,-1041186,9.875020583989913,0.9999584376704227,1.9201209039880975,0.9988780168034195,7.954899680001814,0.9999987357478508
29,97844.2255859375,19025.1943359375,78819.03125,29,80,-271027,-1121173,9.846999866168751,0.9997833245836939,1.91061416959229,0.9945620178577601,7.9363856965764565,0.9999968553723881
30,99876.4453125,20803.115234375,79073.330078125,77,77,-749145,-998919,10.048694390667038,0.9999150815797969,2.078820846786353,0.9981175012273132,7.969873543880684,0.9999988210318949
