session_id,total_pnl,ASH_COATED_OSMIUM_pnl,INTARIAN_PEPPER_ROOT_pnl,ASH_COATED_OSMIUM_position,INTARIAN_PEPPER_ROOT_position,ASH_COATED_OSMIUM_cash,INTARIAN_PEPPER_ROOT_cash,total_slope_per_step,total_r2,ASH_COATED_OSMIUM_slope_per_step,ASH_COATED_OSMIUM_r2,INTARIAN_PEPPER_ROOT_slope_per_step,INTARIAN_PEPPER_ROOT_r2
0,100235.9873046875,20801.9560546875,79434.03125,13,80,-109287,-1040558,10.07658496396661,0.9999119245853492,2.0710600601843745,0.9978513657923119,8.005524903782236,0.9999996816697291
1,99858.931640625,20492.900390625,79366.03125,-11,80,130534,-1120626,10.026918595808734,0.9999233925689573,2.0270437729820694,0.9981360845767557,7.9998748228266665,0.999999787093451
2,98656.765625,19170.734375,79486.03125,29,80,-270856,-1040506,9.944908672633256,0.9999493394705478,1.9357649041890146,0.99870314700586,8.00914376844424,0.9999997689040869
3,100712.53125,21382.5,79330.03125,64,80,-618779,-1120662,10.134812257882269,0.9997914710627328,2.132083288769347,0.9952928726800085,8.00272896911292,0.9999998343892266
4,99080.33203125,19690.30078125,79390.03125,13,80,-110313,-1040602,9.939614668144678,0.9999571050661602,1.9362350389894272,0.9988883201742439,8.003379629155255,0.9999998649517022
5,98183.453125,18772.421875,79411.03125,-5,80,68795,-1120581,9.854864370722062,0.9999493716312491,1.8492347863349614,0.998566366660033,8.005629584387107,0.999999728376324
6,99631.91796875,20190.88671875,79441.03125,12,80,-99793,-1040551,10.01541669217072,0.9998763645523666,2.0103403458624243,0.9969415028225459,8.005076346308302,0.9999997526645726
7,99948.9248046875,20617.8935546875,79331.03125,-43,80,450594,-1120661,10.04408614929736,0.9998920656623338,2.0424146635609453,0.9974236058789132,8.001671485736415,0.9999997482589854
8,98527.765625,19072.734375,79455.03125,66,80,-640539,-1040537,10.035178932974308,0.9999451337961229,2.026644603103247,0.9986711181179572,8.008534329871063,0.9999996967371553
9,99494.87890625,20176.84765625,79318.03125,-21,80,230141,-1120674,9.946530107161252,0.999837354274921,1.9489434857704377,0.9958521764325163,7.99758662139081,0.9999997813748992
10,99664.0380859375,20252.0068359375,79412.03125,21,80,-189762,-1040580,10.076810585127328,0.9996938463830937,2.0723675278078395,0.9929035425450283,8.00444305731949,0.999999822829078
11,99472.3671875,20109.3359375,79363.03125,-20,80,220025,-1120629,10.046119242782112,0.9999436784561185,2.043078170149426,0.9986298967443343,8.003041072632683,0.9999995442134253
12,98490.1015625,19024.0703125,79466.03125,8,80,-60994,-1040526,9.909727415703967,0.9999218099097626,1.9041798818002231,0.9978424877949494,8.005547533903743,0.9999998000761661
13,98682.24609375,19262.21484375,79420.03125,-44,80,459240,-1120572,9.913723622388888,0.9999697367025603,1.9081714164558077,0.9991874186138456,8.005552205933082,0.9999996027215872
14,98026.3193359375,18684.2880859375,79342.03125,-19,80,208679,-1040650,9.889908639655758,0.999827344924094,1.8858391726985153,0.9952847770245891,8.004069466957242,0.9999997884593803
15,98716.099609375,19266.068359375,79450.03125,59,80,-570711,-1120542,9.990651116109683,0.9998994751380331,1.9886041670300993,0.9974554715522812,8.002046949079585,0.9999998639229299
16,97425.23828125,17994.20703125,79431.03125,22,80,-201959,-1040561,9.82331097705696,0.9998636926587356,1.8180891145185523,0.996080631699458,8.005221862538408,0.9999996846929566
17,97919.685546875,18550.654296875,79369.03125,77,80,-751451,-1120623,9.836420348213444,0.9998081731176867,1.836171363795143,0.9944751331497054,8.000248984418306,0.9999996822955188
18,100697.4091796875,21241.3779296875,79456.03125,-3,80,51244,-1040536,10.131021619360892,0.9999708491423503,2.1260000395765104,0.9993334646797769,8.005021579784382,0.9999997636061844
