session_id,total_pnl,ASH_COATED_OSMIUM_pnl,INTARIAN_PEPPER_ROOT_pnl,ASH_COATED_OSMIUM_position,INTARIAN_PEPPER_ROOT_position,ASH_COATED_OSMIUM_cash,INTARIAN_PEPPER_ROOT_cash,total_slope_per_step,total_r2,ASH_COATED_OSMIUM_slope_per_step,ASH_COATED_OSMIUM_r2,INTARIAN_PEPPER_ROOT_slope_per_step,INTARIAN_PEPPER_ROOT_r2
0,99900.9873046875,20466.9560546875,79434.03125,13,80,-109622,-1040558,10.04045596781732,0.9999066480599401,2.0349310640350846,0.9976586986699836,8.005524903782236,0.9999996816697291
1,99543.931640625,20177.900390625,79366.03125,-11,80,130219,-1120626,9.992082772436376,0.9999242759771032,1.9922079496097111,0.9981052410709763,7.9998748228266665,0.999999787093451
2,98314.765625,18828.734375,79486.03125,29,80,-271198,-1040506,9.901619211630361,0.9999604238858614,1.89247544318612,0.9989475289705881,8.00914376844424,0.9999997689040869
3,100320.53125,20990.5,79330.03125,64,80,-619171,-1120662,10.087297660083122,0.9997877184408421,2.084568690970201,0.9950326799726779,8.00272896911292,0.9999998343892266
4,98679.33203125,19289.30078125,79390.03125,13,80,-110714,-1040602,9.898351482522045,0.9999565901174491,1.8949718533667954,0.9988410619398683,8.003379629155255,0.9999998649517022
5,97777.453125,18366.421875,79411.03125,-5,80,68389,-1120581,9.81085327031395,0.999947557560822,1.8052236859268505,0.9984573545779459,8.005629584387107,0.999999728376324
6,99228.91796875,19787.88671875,79441.03125,12,80,-100196,-1040551,9.968449090023045,0.9998644815408216,1.9633727437147483,0.9965213717127102,8.005076346308302,0.9999997526645726
7,99517.9248046875,20186.8935546875,79331.03125,-43,80,450163,-1120661,9.989803665508536,0.9998912532706895,1.9881321797721205,0.9972934328435069,8.001671485736415,0.9999997482589854
8,98216.765625,18761.734375,79455.03125,66,80,-640850,-1040537,9.994164711030166,0.9999552121381127,1.9856303811591045,0.9988801169343131,8.008534329871063,0.9999996967371553
9,99370.87890625,20052.84765625,79318.03125,-21,80,230017,-1120674,9.936197670099125,0.9998399481671709,1.9386110487083137,0.9958791975274074,7.99758662139081,0.9999997813748992
10,99457.0380859375,20045.0068359375,79412.03125,21,80,-189969,-1040580,10.05565382681576,0.9996882262705175,2.0512107694962722,0.992655766560979,8.00444305731949,0.999999822829078
11,99074.3671875,19711.3359375,79363.03125,-20,80,219627,-1120629,9.997617705850224,0.9999505989959389,1.9945766332175423,0.9987498874451021,8.003041072632683,0.9999995442134253
12,98173.1015625,18707.0703125,79466.03125,8,80,-61311,-1040526,9.870229329564848,0.9999145434555745,1.8646817956611048,0.9975664399053372,8.005547533903743,0.9999998000761661
13,98461.24609375,19041.21484375,79420.03125,-44,80,459019,-1120572,9.891636209118982,0.9999687462305404,1.8860840031859016,0.999134195069435,8.005552205933082,0.9999996027215872
14,97597.3193359375,18255.2880859375,79342.03125,-19,80,208250,-1040650,9.837807393386745,0.9998429383616606,1.8337379264295022,0.9955111952670844,8.004069466957242,0.9999997884593803
15,98165.099609375,18715.068359375,79450.03125,59,80,-571262,-1120542,9.921995231857125,0.9999242491565349,1.9199482827775405,0.9979693037853602,8.002046949079585,0.9999998639229299
16,97110.23828125,17679.20703125,79431.03125,22,80,-202274,-1040561,9.784766262623513,0.9998601164363216,1.7795444000851053,0.9958221540430066,8.005221862538408,0.9999996846929566
17,97543.685546875,18174.654296875,79369.03125,77,80,-751827,-1120623,9.784503501776276,0.9998027526232437,1.7842545173579745,0.9940583343420014,8.000248984418306,0.9999996822955188
18,100298.4091796875,20842.3779296875,79456.03125,-3,80,50845,-1040536,10.084234959250276,0.9999737851353492,2.0792133794658936,0.9993795586004591,8.005021579784382,0.9999997636061844
19,99199.626953125,19824.595703125,79375.03125,50,80,-479836,-1120617,9.982318990836268,0.9999580739539573,1.9693864730648567,0.9989962647260431,8.012932517771407,0.9999989006461338
20,98253.396484375,18829.365234375,79424.03125,-58,80,598906,-1040568,9.918300396069771,0.9998070810108196,1.9074078878784932,0.9947574063087623,8.01089250819128,0.9999997391007842
21,97596.205078125,18082.173828125,79514.03125,15,80,-131956,-1120478,9.769235460082411,0.9999547324810037,1.7567370560103845,0.99848534340557,8.012498404072032,0.9999986998120157
22,98440.1240234375,18988.0927734375,79452.03125,21,80,-190884,-1040540,9.92610930098225,0.9999533476718564,1.917040809614435,0.9987134050773797,8.009068491367811,0.9999996639668275
23,99666.25,20350.21875,79316.03125,48,80,-459771,-1120676,10.041448586934944,0.999928417379089,2.039321753011292,0.9982809894898453,8.002126833923647,0.9999998114756187
24,98238.4453125,18786.4140625,79452.03125,56,80,-541282,-1040540,9.924417593441664,0.9999628662316452,1.9209394716249395,0.9989895685122248,8.003478121816721,0.9999997484881202
25,98017.365234375,18645.333984375,79372.03125,6,80,-41355,-1120620,9.900297170590354,0.9999320922268354,1.8993537654091044,0.9981602729158288,8.000943405181248,0.9999998295665062
26,99843.5107421875,20426.4794921875,79417.03125,67,80,-649460,-1040575,10.000324215543479,0.9999075962871684,1.9988471833525714,0.9976882664799346,8.00147703219091,0.9999997781345995
27,98802.1259765625,19410.0947265625,79392.03125,47,80,-450501,-1120600,9.977967827410593,0.9999308665692259,1.974657143740217,0.9982678001276303,8.003310683670378,0.9999997781958647
28,99107.248046875,19780.216796875,79327.03125,51,80,-490496,-1040665,9.962607332420976,0.9999660740635983,1.9590846864975682,0.9991377534377731,8.00352264592341,0.9999998563757995
29,98213.2255859375,18766.1943359375,79447.03125,29,80,-271286,-1120545,9.88561534284549,0.9997656750901363,1.8753469810262011,0.9935380148639038,8.01026836181929,0.9999994992329937
30,100118.146484375,20651.115234375,79467.03125,77,80,-749297,-1040525,10.074394299090315,0.9999144096665288,2.060053449988679,0.9980878196804762,8.014340849101629,0.9999985341657205
31,99212.384765625,19587.353515625,79625.03125,-5,80,69565,-1120367,9.983645417348987,0.9999106889066739,1.9785156185919999,0.9976992293849927,8.005129798756986,0.9999999183041703
32,98801.3515625,19268.3203125,79533.03125,12,80,-100776,-1040459,9.856775004686346,0.9999168484456191,1.8433220555611358,0.9976345645979553,8.013452949125206,0.9999994176836491
33,99945.6640625,20445.6328125,79500.03125,-8,80,100429,-1120492,10.041208989430903,0.9998554247350233,2.0353502014556684,0.9965183236004683,8.005858787975233,0.9999997699746502
34,99727.626953125,20251.595703125,79476.03125,10,80,-79794,-1040516,10.080212412642002,0.9999366432727654,2.0679837928021,0.9983704626151148,8.012228619839904,0.9999988987874658
35,98830.388671875,19493.357421875,79337.03125,58,80,-560476,-1120655,9.923766248575959,0.9998231948764471,1.9218748213453218,0.9953084752790264,8.001891427230639,0.9999997647615484
36,97891.2900390625,18411.2587890625,79480.03125,21,80,-191516,-1040512,9.857171604351644,0.9999259432989933,1.8479238182024713,0.9979507902375908,8.009247786149174,0.99999961559682
37,99986.5546875,20681.5234375,79305.03125,72,80,-699533,-1120687,10.070733714493393,0.9999332183635026,2.069300520391595,0.9984214105058992,8.001433194101796,0.9999996832308319
38,99032.7333984375,19568.7021484375,79464.03125,67,80,-650440,-1040528,9.968632852473217,0.9997801054176314,1.9599771514462896,0.9941011158692605,8.008655701026928,0.9999995633430556
39,98366.90625,18987.875,79379.03125,34,80,-320823,-1120613,9.940604314141941,0.9999540430834524,1.9362237647612257,0.9988440829982694,8.004380549380713,0.9999996880338611
40,98519.37890625,19080.34765625,79439.03125,50,80,-480776,-1040553,9.955380011114237,0.9999102388946218,1.9505777608197368,0.9976145687623145,8.004802250294498,0.9999997632507373
41,97797.404296875,18459.373046875,79338.03125,-15,80,168487,-1120654,9.834735052401088,0.999815194950582,1.8307197104492299,0.9946953473592455,8.004015341951861,0.9999995726608082
42,98028.0703125,18501.0390625,79527.03125,45,80,-431519,-1040465,9.924266529729659,0.9999650690673055,1.9159481199620667,0.9990815810968063,8.008318409767591,0.9999997478694183
43,98939.03125,19509,79430.03125,0,80,19509,-1120562,9.856074322059504,0.9999055598005288,1.8504850744688688,0.9973286552303593,8.005589247590635,0.9999997267775219
44,98637.5712890625,19187.5400390625,79450.03125,63,80,-610743,-1040542,9.954227962402967,0.9999570936179092,1.946826640240103,0.9988908998204199,8.007401322162865,0.9999996743949826
45,98560.6044921875,19166.5732421875,79394.03125,47,80,-450794,-1120598,9.903836622528221,0.9999502699682272,1.8978470985158526,0.9986129415999916,8.005989524012366,0.9999996280947667
46,99856.49609375,20410.46484375,79446.03125,62,80,-599393,-1040546,10.05106802101368,0.9999438629858439,2.0416273132604554,0.9986387736512091,8.009440707753225,0.9999994954049903
47,99759.265625,20225.234375,79534.03125,68,80,-659919,-1120458,10.07552501117558,0.9998383556548978,2.056971033677987,0.9962239120427985,8.018553977497593,0.9999986144933836
48,99132.03125,19777,79355.03125,0,80,19777,-1040637,10.003457739044496,0.999951639232762,2.0003748662527268,0.9988103154242182,8.003082872791769,0.9999998826088417
49,97872.541015625,18544.509765625,79328.03125,-3,80,48526,-1120664,9.823846624624158,0.9999582750090962,1.8215145727449444,0.9988018780299701,8.002332051879211,0.999999708587498
50,101174.765625,21802.734375,79372.03125,54,80,-518196,-1040620,10.218723518329716,0.999850457974022,2.2134647971853774,0.9967447247538245,8.005258721144338,0.9999997509491635
51,99342.5078125,19819.4765625,79523.03125,-10,80,119796,-1120469,9.995752569316783,0.9999150842298132,1.993702938506322,0.9978582864517478,8.002049630810461,0.9999998075525153
52,99969.4052734375,20540.3740234375,79429.03125,47,80,-449550,-1040563,9.992207959785153,0.9999036185880782,1.9895813690990818,0.9976357203729832,8.002626590686074,0.9999997012109592
53,99204.66015625,19632.62890625,79572.03125,-2,80,39631,-1120420,9.944414302914753,0.9999044855904781,1.931712790908662,0.997615559302237,8.012701512006092,0.999999417600239
54,97902.07421875,18447.04296875,79455.03125,65,80,-631702,-1040537,9.833874802921715,0.9999059220488691,1.827623041519824,0.9973567747796613,8.006251761401895,0.9999997015690907
55,99189.21484375,19806.18359375,79383.03125,47,80,-450382,-1120609,9.93201783567443,0.9999125684531615,1.9251869175334708,0.9976422642147852,8.00683091814096,0.9999997991213372
56,96791.4296875,17326.3984375,79465.03125,28,80,-262764,-1040527,9.72995821280868,0.9999086634827613,1.7254528774598081,0.9970932180346949,8.004505335348878,0.999999698534523
57,98025.548828125,18690.517578125,79335.03125,1,80,8695,-1120657,9.834975669413437,0.9999283558255743,1.8331466416702633,0.9979404798512785,8.001829027743174,0.9999997508877402
58,99576.349609375,20123.318359375,79453.03125,26,80,-239847,-1040539,9.979707104223113,0.9998274359634914,1.9781313460087955,0.995710768473839,8.001575758214315,0.9999998107476383
59,99393.3046875,19990.2734375,79403.03125,23,80,-209933,-1120589,10.011848128735421,0.99990346974738,2.0077296725288334,0.9976219984126066,8.004118456206584,0.9999998111244003
60,98584.076171875,19130.044921875,79454.03125,46,80,-440893,-1040538,9.87050213555114,0.9999471430606391,1.8644323955497653,0.9985128309076585,8.00606974000137,0.9999997652490652
61,100609.5185546875,21314.4873046875,79295.03125,-49,80,511273,-1120697,10.047253987090695,0.9999533338385058,2.0453746818738203,0.9988920723311855,8.001879305216875,0.999999778799466
62,97794.6005859375,18350.5693359375,79444.03125,71,80,-691685,-1040548,9.837473926383174,0.9999082542791461,1.8341258925118038,0.9973323784398378,8.003348033871372,0.9999997479361489
63,97895.7890625,18498.7578125,79397.03125,-20,80,218572,-1120595,9.844762690578793,0.9999079613584838,1.842571257800391,0.9974315852260995,8.002191432778403,0.9999997918679623
64,97936.40625,18584.375,79352.03125,56,80,-541434,-1040640,9.796740623032306,0.9998494361372431,1.7911878048147925,0.9955915907061083,8.005552818217511,0.9999997290245181
