number,value,params_EMA_ALPHA,params_INCLUDE_5400_MR,params_INCLUDE_5500_MR,params_MR_K,params_MR_MAX_FRAC,params_MR_MM_LEVELS,params_MR_MM_LEVEL_SIZE,params_MR_TAKE_MAX,params_MR_TAKE_Z,params_OBI_CONFIRM_TAKE,params_OBI_SKEW_1,params_OBI_SKEW_2,params_OBI_SKEW_3,params_VAR_ALPHA,params_VEV_BASE_SIZE,user_attrs_params_hash,user_attrs_train/metric/cvar_5,user_attrs_train/metric/mean_pnl,user_attrs_train/metric/median_pnl,user_attrs_train/metric/p05_pnl,user_attrs_train/metric/sharpe,user_attrs_train/metric/std_pnl,user_attrs_train/n_sessions,user_attrs_train/pnl_mean,user_attrs_train/pnl_std,user_attrs_train/symbol/HYDROGEL_PACK/mean,user_attrs_train/symbol/VELVETFRUIT_EXTRACT/mean,user_attrs_train/symbol/VEV_4000/mean,user_attrs_train/symbol/VEV_4500/mean,user_attrs_train/symbol/VEV_5000/mean,user_attrs_train/symbol/VEV_5100/mean,user_attrs_train/symbol/VEV_5200/mean,user_attrs_train/symbol/VEV_5300/mean,user_attrs_train_val_delta,user_attrs_val/metric/cvar_5,user_attrs_val/metric/mean_pnl,user_attrs_val/metric/median_pnl,user_attrs_val/metric/p05_pnl,user_attrs_val/metric/sharpe,user_attrs_val/metric/std_pnl,user_attrs_val/n_sessions,user_attrs_val/pnl_mean,user_attrs_val/pnl_std,user_attrs_val/symbol/HYDROGEL_PACK/mean,user_attrs_val/symbol/VELVETFRUIT_EXTRACT/mean,user_attrs_val/symbol/VEV_4000/mean,user_attrs_val/symbol/VEV_4500/mean,user_attrs_val/symbol/VEV_5000/mean,user_attrs_val/symbol/VEV_5100/mean,user_attrs_val/symbol/VEV_5200/mean,user_attrs_val/symbol/VEV_5300/mean,user_attrs_val_score,state,test_score,test_pnl_mean,test_pnl_std
4,-1.9244663587817752,0.0002991458577022439,True,True,0.3750594429571047,0.5017269679215809,2,31,74,2.0016414246147542,True,0.19254902335954438,0.42348041296718,0.6497419704202525,0.025382503742122524,14,75ac6ab28cb2,-22917.10621869497,6135.4298561131045,4672.550219545957,-19342.639816146337,0.3672442630877221,16706.673113223173,50,6135.4298561131045,16706.673113223173,6249.551218100371,1402.6510395304272,1140.4385258222042,932.6446345779445,-2272.4494257840015,-290.9684160000481,-235.25303376537397,-791.1846863684201,-2.0203041942336393,-8376.782251676605,12860.697691879139,13077.195458348844,-7758.742878217215,0.9335160606195244,13776.621779109173,15,12860.697691879139,13776.621779109173,7290.306420435846,3036.389110833354,932.0587870696551,1185.1519915893703,2246.9490818137488,-569.6203852241912,709.2539084833953,-1969.7912231220407,0.09583783545186386,COMPLETE,-2.4654898814924655,6866.975762062811,16299.241954525734
3,-5.439409222285442,0.0012443620134878761,True,True,0.45527813191302724,0.6281883595383647,1,36,62,1.7710939304779258,False,0.069196828507477,0.29354477802128626,0.6167718537094163,0.006723987136728052,19,c88bcbf0b961,-53885.90154674541,-1353.228417677554,-816.0456879594494,-45407.068463878255,-0.05081906761090066,26628.35981247494,50,-1353.228417677554,26628.35981247494,6223.517968608739,-353.54414271642804,1138.9292399841306,932.6446345779445,-5867.496534091998,-1869.0797607429565,-1958.6128438087733,400.4130205117895,-2.971550492902686,-27958.242366273742,8556.62262994265,3336.4511370545433,-26206.341509691698,0.32796550724461826,26090.00776279976,15,8556.62262994265,26090.00776279976,7263.535821065674,6657.960063457513,932.0587870696551,1185.1519915893703,-4157.187925462785,-5728.484107305203,4361.4379327477345,-1957.8499332193082,-2.467858729382756,COMPLETE,-5.673009379730281,-4185.228727169934,24881.108882844732
2,-6.15193365001727,0.0002556633799582976,True,False,0.7547180243395947,0.6685843975737655,2,22,71,1.6431983215647568,False,0.1676991922042364,0.546347752675892,0.6048043559681471,0.015342247723170957,16,f95e3dbd6c35,-59697.9294339345,-4732.4010801756385,-2481.862618398799,-43352.93142465528,-0.1821407066238192,25982.116616850573,50,-4732.4010801756385,25982.116616850573,6313.264460636819,-2839.636311237305,1141.0131597244701,932.6446345779445,-6446.771064778716,-989.3754812807961,332.23056251530187,-3175.7710403333554,-1.5895150123923578,-46202.60222806441,1554.50204666844,1919.9939091141423,-29645.038486331774,0.05784158518152906,26875.16328934999,15,1554.50204666844,26875.16328934999,7347.346488445431,1741.5906450816701,932.0587870696551,1185.1519915893703,-6501.655819865505,-1503.8686376294286,1875.215654442094,-3521.3370624648473,-4.562418637624912,COMPLETE,-6.936196526602443,-7479.866410709973,26707.630282395472
1,-5.669213423260095,0.0002833255269184673,False,True,0.8561430582816008,0.8696478544533411,1,16,66,1.6334278857233815,True,0.19520410045473002,0.35393587805563054,0.8472962626127896,0.041042650182912525,14,14766e8a38f1,-55530.52858453597,-3279.538949376439,-805.6876084114192,-50413.961029112535,-0.11616056480649753,28232.808224026434,50,-3279.538949376439,28232.808224026434,6234.132411111004,-3077.1899385537877,1140.4385258222042,932.6446345779445,-6467.934041290848,946.7012564370197,-1907.1066792522377,-1081.2251182277378,-2.3617798155300758,-33370.54192129159,748.5728137972716,6031.576807376502,-29597.795238567734,0.02962058439914035,25272.047428577967,15,748.5728137972716,25272.047428577967,7408.692769166106,3796.6501442628214,932.0587870696551,1185.1519915893703,-2392.858445293565,-4145.338014825326,323.32457511097977,-6359.10899328277,-3.307433607730019,COMPLETE,-7.060188323020932,-3375.7566766200853,28779.95993589174
0,-10.828507680857012,0.0004342979915279055,True,False,0.8378921960023211,0.8369953544249209,2,25,62,1.27018856178165,False,0.061027860063036496,0.27695128253259677,0.7338991617370838,0.04692794099287119,10,3f6eda1f3343,-95861.74129060714,-37819.12092737844,-38688.86980870612,-79152.998056515,-1.2423335517962981,30442.002369408387,50,-37819.12092737844,30442.002369408387,6227.467275838895,-12042.284722548438,1138.9292399841306,932.6446345779445,-16254.07146889408,-6974.360089609323,-6031.623034556046,-4815.822762171522,-2.9968626893757113,-68297.67788055171,-28000.798825777252,-34219.18733805286,-63114.111691194455,-1.001877203426129,27948.33411721781,15,-28000.798825777252,27948.33411721781,7224.260158580465,-8237.115450450669,932.0587870696551,1185.1519915893703,-12886.395795094559,-9876.564065975133,-2538.7622348799196,-3803.4322166164648,-7.8316449914813,COMPLETE,-11.409553347771498,-37874.00508562077,30734.20546885151
