trial,VEV_BASE_SIZE,MR_MM_LEVEL_SIZE,HY_MM_BASE_SIZE,BASE_MM_SIZE,MR_K,MR_MAX_FRAC,VEV_SOFT_POS_FRAC,HY_SOFT_POS_FRAC,VEV_SIZES_MILD_BIG,VEV_SIZES_MILD_SMALL,VEV_SIZES_STRONG_BIG,VEV_SIZES_STRONG_SMALL,VEV_SIZES_EXTREME_BIG,VEV_SIZES_EXTREME_SMALL,d1_total,d2_total,d3_total,train,holdout,total,elapsed,ok,d1_HYDROGEL_PACK,d2_HYDROGEL_PACK,d3_HYDROGEL_PACK,d1_VELVETFRUIT_EXTRACT,d2_VELVETFRUIT_EXTRACT,d3_VELVETFRUIT_EXTRACT,d1_VEV_4000,d2_VEV_4000,d3_VEV_4000,d1_VEV_4500,d2_VEV_4500,d3_VEV_4500,d1_VEV_5000,d2_VEV_5000,d3_VEV_5000,d1_VEV_5100,d2_VEV_5100,d3_VEV_5100,d1_VEV_5200,d2_VEV_5200,d3_VEV_5200,d1_VEV_5300,d2_VEV_5300,d3_VEV_5300,d1_VEV_5400,d2_VEV_5400,d3_VEV_5400,d1_VEV_5500,d2_VEV_5500,d3_VEV_5500,d1_VEV_6000,d2_VEV_6000,d3_VEV_6000,d1_VEV_6500,d2_VEV_6500,d3_VEV_6500
0,3,13,54,37,0.04481152690538941,0.4925933073268412,0.6,0.43174743324315,22,8,30,2,40,3,14675,2946,12312,17621,12312,29934,40.7,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,498,1952,161,811,1824,72,542,1145,106,449,665,27,240,340,-5,5,107,0,0,0,0,0,0
1,17,34,68,61,0.0432,0.6064,0.7169,0.5315,15,3,33,7,72,7,,,,,,,240.28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,40,70,66,0.031,0.5205,0.4629,0.5771,18,7,52,9,68,4,9178,3478,7727,12656,7727,20382,125.34,1,4371,-730,-227,1324,-774,-658,2952,2437,2564,-34,0,15,203,498,1952,161,811,1824,72,542,1145,106,449,665,27,240,340,-5,5,107,0,0,0,0,0,0
3,11,15,111,23,0.0447,0.3327,0.8229,0.4659,31,7,44,9,46,1,9358,3303,7572,12661,7572,20233,45.13,1,4293,-730,-227,1506,-949,-825,3028,2437,2564,-34,0,27,203,498,1952,161,811,1824,72,542,1145,106,449,665,27,240,340,-5,5,107,0,0,0,0,0,0
4,14,31,103,21,0.0918,0.5956,0.4226,0.467,30,3,43,4,32,9,8958,3378,7757,12336,7757,20093,74.61,1,4105,-829,-59,1406,-774,-808,2916,2437,2564,-34,0,27,203,498,1952,161,811,1824,72,542,1145,106,449,665,27,240,340,-5,5,107,0,0,0,0,0,0
