session_id,total_pnl,ASH_COATED_OSMIUM_pnl,INTARIAN_PEPPER_ROOT_pnl,ASH_COATED_OSMIUM_position,INTARIAN_PEPPER_ROOT_position,ASH_COATED_OSMIUM_cash,INTARIAN_PEPPER_ROOT_cash,total_slope_per_step,total_r2,ASH_COATED_OSMIUM_slope_per_step,ASH_COATED_OSMIUM_r2,INTARIAN_PEPPER_ROOT_slope_per_step,INTARIAN_PEPPER_ROOT_r2
0,100250.9873046875,20816.9560546875,79434.03125,13,80,-109272,-1040558,10.078524598716006,0.9999130272422535,2.072999694933771,0.9978810057015536,8.005524903782236,0.9999996816697291
1,99894.931640625,20528.900390625,79366.03125,-11,80,130570,-1120626,10.03015801004913,0.9999203668337049,2.0302831872224636,0.9980673493674234,7.9998748228266665,0.999999787093451
2,98678.765625,19192.734375,79486.03125,29,80,-270834,-1040506,9.946740874147578,0.9999491558382635,1.9375971057033368,0.9986997056084104,8.00914376844424,0.9999997689040869
3,100709.53125,21379.5,79330.03125,64,80,-618782,-1120662,10.134382368359969,0.9997917462572742,2.131653399247048,0.9952975154452757,8.00272896911292,0.9999998343892266
4,99115.33203125,19725.30078125,79390.03125,13,80,-110278,-1040602,9.943680851697339,0.9999564489976609,1.940301222542089,0.9988740563097992,8.003379629155255,0.9999998649517022
5,98200.453125,18789.421875,79411.03125,-5,80,68812,-1120581,9.85631620889258,0.9999496340291889,1.8506866245054798,0.9985748936273615,8.005629584387107,0.999999728376324
6,99656.91796875,20215.88671875,79441.03125,12,80,-99768,-1040551,10.017917011151724,0.999878040319193,2.0128406648434276,0.9969887000581032,8.005076346308302,0.9999997526645726
7,99970.9248046875,20639.8935546875,79331.03125,-43,80,450616,-1120661,10.044855401373054,0.9998942198978316,2.043183915636638,0.9974772131322105,8.001671485736415,0.9999997482589854
8,98546.765625,19091.734375,79455.03125,66,80,-640520,-1040537,10.03705419704706,0.9999452665438978,2.0285198671759996,0.9986763336334613,8.008534329871063,0.9999996967371553
9,99507.87890625,20189.84765625,79318.03125,-21,80,230154,-1120674,9.946747712031428,0.9998368702693161,1.9491610906406136,0.9958408794862594,7.99758662139081,0.9999997813748992
10,99695.0380859375,20283.0068359375,79412.03125,21,80,-189731,-1040580,10.079341156348635,0.9996981333200449,2.0748980990291455,0.9930163428021569,8.00444305731949,0.999999822829078
11,99489.3671875,20126.3359375,79363.03125,-20,80,220042,-1120629,10.047767776254597,0.9999429994900911,2.0447267036219112,0.9986155132349996,8.003041072632683,0.9999995442134253
12,98504.1015625,19038.0703125,79466.03125,8,80,-60980,-1040526,9.911632351367016,0.9999232629838803,1.9060848174632725,0.9978860552845283,8.005547533903743,0.9999998000761661
13,98724.24609375,19304.21484375,79420.03125,-44,80,459282,-1120572,9.917045715136108,0.9999689400173759,1.9114935092030287,0.9991727058419763,8.005552205933082,0.9999996027215872
14,98011.3193359375,18669.2880859375,79342.03125,-19,80,208664,-1040650,9.88725071657318,0.9998299306623386,1.8831812496159361,0.9953444260008977,8.004069466957242,0.9999997884593803
15,98728.099609375,19278.068359375,79450.03125,59,80,-570699,-1120542,9.992028137531454,0.999900079111947,1.9899811884518694,0.997473765956837,8.002046949079585,0.9999998639229299
16,97455.23828125,18024.20703125,79431.03125,22,80,-201929,-1040561,9.826849049628567,0.9998667226396354,1.8216271870901575,0.996182405519016,8.005221862538408,0.9999996846929566
17,97900.685546875,18531.654296875,79369.03125,77,80,-751470,-1120623,9.83318188620306,0.9998066351559202,1.8329329017847582,0.9944162409514254,8.000248984418306,0.9999996822955188
18,100706.4091796875,21250.3779296875,79456.03125,-3,80,51253,-1040536,10.131594019780616,0.9999708279051313,2.1265724399962345,0.9993332836482334,8.005021579784382,0.9999997636061844
19,99365.626953125,19990.595703125,79375.03125,50,80,-479670,-1120617,9.998834941638048,0.9999597958923453,1.9859024238666407,0.9990420030208238,8.012932517771407,0.9999989006461338
20,98609.396484375,19185.365234375,79424.03125,-58,80,599262,-1040568,9.96213970993964,0.9998184272421559,1.9512472017483604,0.9952422048401333,8.01089250819128,0.9999997391007842
21,97950.205078125,18436.173828125,79514.03125,15,80,-131602,-1120478,9.810503888897486,0.9999549395471753,1.7980054848254532,0.9985284677894917,8.012498404072032,0.9999986998120157
22,98840.1240234375,19388.0927734375,79452.03125,21,80,-190484,-1040540,9.972895072108107,0.9999561725705106,1.9638265807402926,0.9988345576824743,8.009068491367811,0.9999996639668275
23,100110.25,20794.21875,79316.03125,48,80,-459327,-1120676,10.100309845123556,0.9999334162046521,2.0981830111999047,0.998468670661593,8.002126833923647,0.9999998114756187
24,98515.4453125,19063.4140625,79452.03125,56,80,-541005,-1040540,9.957956688989055,0.9999583453897625,1.9544785671723304,0.9988978140717563,8.003478121816721,0.9999997484881202
25,98465.365234375,19093.333984375,79372.03125,6,80,-40907,-1120620,9.957728043518664,0.9999161385000258,1.9567846383374132,0.9978360294511283,8.000943405181248,0.9999998295665062
26,100261.5107421875,20844.4794921875,79417.03125,67,80,-649042,-1040575,10.050425374333317,0.9999106829313289,2.048948342142409,0.9978554538746084,8.00147703219091,0.9999997781345995
27,99137.1259765625,19745.0947265625,79392.03125,47,80,-450166,-1120600,10.011106256675978,0.9999291744331446,2.0077955730056014,0.9982713407814806,8.003310683670378,0.9999997781958647
28,99579.248046875,20252.216796875,79327.03125,51,80,-490024,-1040665,10.016591230310814,0.9999643501331424,2.013068584387407,0.9991354640627862,8.00352264592341,0.9999998563757995
29,98546.2255859375,19099.1943359375,79447.03125,29,80,-270953,-1120545,9.919838915861726,0.9997784904864938,1.9095705540424368,0.9940646335341625,8.01026836181929,0.9999994992329937
30,100479.146484375,21012.115234375,79467.03125,77,80,-748936,-1040525,10.119940916097404,0.9999112478851049,2.1056000669957715,0.9980543009349457,8.014340849101629,0.9999985341657205
31,99633.384765625,20008.353515625,79625.03125,-5,80,69986,-1120367,10.034876702411099,0.9998926506316996,2.0297469036541074,0.9973502423155086,8.005129798756986,0.9999999183041703
32,99264.431640625,19731.400390625,79533.03125,15,80,-130324,-1040459,9.907240903289527,0.9999271680620495,1.8937879541643208,0.9980267169741474,8.013452949125206,0.9999994176836491
33,100370.6640625,20870.6328125,79500.03125,-8,80,100854,-1120492,10.09454077232222,0.9998749130345087,2.0886819843469864,0.9971038309310581,8.005858787975233,0.9999997699746502
34,100315.626953125,20839.595703125,79476.03125,10,80,-79206,-1040516,10.1576622593285,0.9999231160160721,2.145433639488598,0.9981686736854023,8.012228619839904,0.9999988987874658
35,99020.388671875,19683.357421875,79337.03125,58,80,-560286,-1120655,9.94681950007076,0.9998351930163959,1.9449280728401244,0.9957089507279275,8.001891427230639,0.9999997647615484
36,98322.2900390625,18842.2587890625,79480.03125,21,80,-191085,-1040512,9.910084375444772,0.9999087696211356,1.9008365892955992,0.9975848883555689,8.009247786149174,0.99999961559682
37,100394.5546875,21089.5234375,79305.03125,72,80,-699125,-1120687,10.12605937169065,0.9999449977817457,2.1246261775888513,0.9987552082436207,8.001433194101796,0.9999996832308319
38,99170.7333984375,19706.7021484375,79464.03125,67,80,-650302,-1040528,9.989125881537873,0.9997814660250818,1.9804701805109437,0.9942343533446016,8.008655701026928,0.9999995633430556
39,98781.90625,19402.875,79379.03125,34,80,-320408,-1120613,9.988953499859432,0.9999521863685151,1.9845729504787175,0.9988401338150616,8.004380549380713,0.9999996880338611
40,98892.37890625,19453.34765625,79439.03125,50,80,-480403,-1040553,9.99786295042524,0.9998873853726673,1.9930607001307454,0.9971174917828851,8.004802250294498,0.9999997632507373
41,98213.404296875,18875.373046875,79338.03125,-15,80,168903,-1120654,9.882232008490059,0.9998031890999843,1.8782166665381994,0.9945739715053697,8.004015341951861,0.9999995726608082
42,98248.0703125,18721.0390625,79527.03125,45,80,-431299,-1040465,9.954400703605641,0.9999608296517936,1.9460822938380522,0.9989858956383542,8.008318409767591,0.9999997478694183
43,99322.03125,19892,79430.03125,0,80,19892,-1120562,9.904119456333957,0.9999076343725251,1.89853020874332,0.9974976078456373,8.005589247590635,0.9999997267775219
44,99071.5712890625,19621.5400390625,79450.03125,63,80,-610309,-1040542,10.010221380396901,0.9999482754958203,2.0028200582340374,0.9987222410631557,8.007401322162865,0.9999996743949826
45,98958.6044921875,19564.5732421875,79394.03125,47,80,-450396,-1120598,9.95285960461045,0.9999471882590658,1.9468700805980823,0.9985820036802618,8.005989524012366,0.9999996280947667
46,100160.49609375,20714.46484375,79446.03125,62,80,-599089,-1040546,10.088179546284795,0.999945112280747,2.078738838531571,0.9987124244877889,8.009440707753225,0.9999994954049903
47,100074.265625,20540.234375,79534.03125,68,80,-659604,-1120458,10.116791440050244,0.9998251354108084,2.0982374625526514,0.9960352283327082,8.018553977497593,0.9999986144933836
48,99570.03125,20215,79355.03125,0,80,20215,-1040637,10.051892698416845,0.9999558844016163,2.048809825625076,0.9989577500698522,8.003082872791769,0.9999998826088417
49,98103.541015625,18775.509765625,79328.03125,-3,80,48757,-1120664,9.848890286763094,0.9999604880580502,1.8465582348838792,0.9988898497135634,8.002332051879211,0.999999708587498
50,101435.765625,22063.734375,79372.03125,54,80,-517935,-1040620,10.246833296524471,0.9998590475321516,2.24157457538013,0.996989942554469,8.005258721144338,0.9999997509491635
51,99718.5078125,20195.4765625,79523.03125,-10,80,120172,-1120469,10.044080428166062,0.9999120821830356,2.0420307973556007,0.997865114624137,8.002049630810461,0.9999998075525153
52,100332.4052734375,20903.3740234375,79429.03125,47,80,-449187,-1040563,10.035214240310223,0.9999140076209212,2.0325876496241513,0.9979606601308709,8.002626590686074,0.9999997012109592
53,99404.474609375,19832.443359375,79572.03125,-3,80,49830,-1120420,9.97029269079196,0.99990561333699,1.957591178785867,0.997696806037651,8.012701512006092,0.999999417600239
54,98262.07421875,18807.04296875,79455.03125,65,80,-631342,-1040537,9.879161172814579,0.9999103428097503,1.8729094114126876,0.9975799570410496,8.006251761401895,0.9999997015690907
55,99518.234375,20135.203125,79383.03125,52,80,-500073,-1120609,9.972332186586629,0.9999175062881124,1.9655012684456692,0.9978515289969028,8.00683091814096,0.9999997991213372
56,97052.4296875,17587.3984375,79465.03125,28,80,-262503,-1040527,9.757845321481552,0.9999059505190266,1.7533399861326793,0.9970819369274219,8.004505335348878,0.999999698534523
57,98427.548828125,19092.517578125,79335.03125,1,80,9097,-1120657,9.881961753590785,0.9999210655677558,1.8801327258476133,0.9978208645101416,8.001829027743174,0.9999997508877402
58,99840.349609375,20387.318359375,79453.03125,26,80,-239583,-1040539,10.010992384886208,0.9998407620266805,2.0094166266718916,0.9961394557611386,8.001575758214315,0.9999998107476383
59,99966.3046875,20563.2734375,79403.03125,23,80,-209360,-1120589,10.08021904267313,0.9998940054947988,2.0761005864665427,0.9975206162505321,8.004118456206584,0.9999998111244003
60,98986.07421875,19532.04296875,79454.03125,44,80,-420490,-1040538,9.919280843903291,0.9999463612954254,1.9132111039019157,0.998558702050224,8.00606974000137,0.9999997652490652
61,100931.5185546875,21636.4873046875,79295.03125,-49,80,511595,-1120697,10.084803792325156,0.99995640468126,2.0829244871082815,0.9989943401490942,8.001879305216875,0.999999778799466
62,98159.6005859375,18715.5693359375,79444.03125,71,80,-691320,-1040548,9.872575547125313,0.9998850996987968,1.8692275132539395,0.9967630115111741,8.003348033871372,0.9999997479361489
63,98207.7890625,18810.7578125,79397.03125,-20,80,218884,-1120595,9.878468772079854,0.9999129707068125,1.8762773393014518,0.9976410236557294,8.002191432778403,0.9999997918679623
64,98261.40625,18909.375,79352.03125,56,80,-541109,-1040640,9.83404210176019,0.999850791940093,1.8284892835426796,0.9957772989570431,8.005552818217511,0.9999997290245181
65,101535.60546875,22177.57421875,79358.03125,4,80,-17825,-1120634,10.163187852157243,0.9998644724168795,2.1531615143043346,0.9969287804351371,8.010026337852912,0.9999996211793359
66,97702.84375,18286.8125,79416.03125,80,80,-781396,-1040576,9.869618756152434,0.9999094362087197,1.867358105574549,0.9974676190462083,8.002260650577885,0.999999791708431
