trial,THR_OPEN_5000,THR_OPEN_5100,THR_OPEN_5200,THR_OPEN_5300,THR_OPEN_5400,THR_OPEN_5500,d1_total,d2_total,d3_total,train,holdout,total,elapsed,ok,d1_HYDROGEL_PACK,d2_HYDROGEL_PACK,d3_HYDROGEL_PACK,d1_VELVETFRUIT_EXTRACT,d2_VELVETFRUIT_EXTRACT,d3_VELVETFRUIT_EXTRACT,d1_VEV_4000,d2_VEV_4000,d3_VEV_4000,d1_VEV_4500,d2_VEV_4500,d3_VEV_4500,d1_VEV_5000,d2_VEV_5000,d3_VEV_5000,d1_VEV_5100,d2_VEV_5100,d3_VEV_5100,d1_VEV_5200,d2_VEV_5200,d3_VEV_5200,d1_VEV_5300,d2_VEV_5300,d3_VEV_5300,d1_VEV_5400,d2_VEV_5400,d3_VEV_5400,d1_VEV_5500,d2_VEV_5500,d3_VEV_5500,d1_VEV_6000,d2_VEV_6000,d3_VEV_6000,d1_VEV_6500,d2_VEV_6500,d3_VEV_6500
81,0.5357,1.3847,1.1678,1.2114,1.259,0.7273,14675,2932,12312,17607,12312,29918,17.0,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,498,1952,161,811,1824,72,524,1145,106,452,665,27,240,340,-5,5,107,0,0,0,0,0,0
82,1.3655,1.3438,1.1032,1.1975,1.1948,0.7275,14598,3004,11816,17602,11816,29418,16.49,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,126,570,1456,161,811,1824,72,524,1145,106,452,665,27,240,340,-5,5,107,0,0,0,0,0,0
83,1.1394,0.2917,0.6442,0.8095,0.2138,0.6623,14687,3044,12264,17731,12264,29996,20.64,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,215,593,1904,161,811,1824,72,542,1145,106,452,665,27,240,340,-5,5,107,0,0,0,0,0,0
84,1.0303,1.0112,0.5017,1.4281,1.0659,0.6392,14675,3044,12283,17719,12283,30002,26.59,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,593,1923,161,811,1824,72,542,1145,106,452,665,27,240,340,-5,5,107,0,0,0,0,0,0
85,1.0577,0.9404,0.893,0.7065,1.4999,1.0349,14675,3044,12283,17719,12283,30002,28.27,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,593,1923,161,811,1824,72,542,1145,106,452,665,27,240,340,-5,5,107,0,0,0,0,0,0
86,1.1116,1.1903,1.4741,0.2297,1.0,1.1604,14675,3024,12283,17699,12283,29982,29.19,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,593,1923,161,811,1824,72,524,1145,106,449,665,27,240,340,-5,5,107,0,0,0,0,0,0
87,0.5336,0.722,0.2656,0.4541,0.6884,0.328,14675,2946,12312,17621,12312,29934,30.59,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,498,1952,161,811,1824,72,542,1145,106,449,665,27,240,340,-5,5,107,0,0,0,0,0,0
88,0.5262,1.3773,0.9151,0.8602,1.4573,0.9384,14675,2950,12312,17625,12312,29936,30.13,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,498,1952,161,811,1824,72,542,1145,106,452,665,27,240,340,-5,5,107,0,0,0,0,0,0
89,1.4936,1.0294,1.2524,0.2991,0.9768,1.187,14598,2872,11816,17470,11816,29286,27.29,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,126,442,1456,161,811,1824,72,524,1145,106,449,665,27,240,340,-5,5,107,0,0,0,0,0,0
90,0.2586,1.4092,0.4079,0.8133,0.4199,0.8442,14675,2950,12292,17625,12292,29916,24.24,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,498,1932,161,811,1824,72,542,1145,106,452,665,27,240,340,-5,5,107,0,0,0,0,0,0
91,0.9945,0.2761,1.4289,0.7469,0.8848,0.9772,14675,3026,12283,17701,12283,29984,23.66,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,593,1923,161,811,1824,72,524,1145,106,452,665,27,240,340,-5,5,107,0,0,0,0,0,0
92,0.6752,0.5715,1.0516,0.9288,0.5686,1.1316,14675,2932,12282,17607,12282,29888,26.74,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,498,1922,161,811,1824,72,524,1145,106,452,665,27,240,340,-5,5,107,0,0,0,0,0,0
93,0.5849,0.2182,0.5185,0.2556,0.4036,1.181,14675,2946,12282,17621,12282,29904,23.27,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,498,1922,161,811,1824,72,542,1145,106,449,665,27,240,340,-5,5,107,0,0,0,0,0,0
94,0.7069,1.3668,1.1729,0.2652,1.4854,1.4278,14675,2928,12282,17603,12282,29886,9.88,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,498,1922,161,811,1824,72,524,1145,106,449,665,27,240,340,-5,5,107,0,0,0,0,0,0
95,0.2956,1.3772,0.7584,0.8209,1.4651,0.5168,14675,2950,12313,17625,12313,29938,10.99,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,498,1953,161,811,1824,72,542,1145,106,452,665,27,240,340,-5,5,107,0,0,0,0,0,0
96,0.8804,1.4185,1.1396,0.8089,1.4725,1.2617,14675,2964,12365,17639,12365,30004,10.44,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,531,2005,161,811,1824,72,524,1145,106,452,665,27,240,340,-5,5,107,0,0,0,0,0,0
97,0.9847,0.3496,1.0115,0.7924,0.4648,0.2677,14675,3026,12283,17701,12283,29984,9.87,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,593,1923,161,811,1824,72,524,1145,106,452,665,27,240,340,-5,5,107,0,0,0,0,0,0
98,0.8865,0.3616,0.7757,1.0683,0.7922,0.5408,14675,2982,12365,17657,12365,30022,9.82,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,531,2005,161,811,1824,72,542,1145,106,452,665,27,240,340,-5,5,107,0,0,0,0,0,0
99,0.9569,0.7454,1.2114,0.89,1.4969,1.4384,14675,2964,12283,17639,12283,29922,25.75,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,531,1923,161,811,1824,72,524,1145,106,452,665,27,240,340,-5,5,107,0,0,0,0,0,0
100,1.1546,0.5099,0.348,1.3605,1.2196,1.0125,14679,3044,12264,17723,12264,29988,28.24,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,207,593,1904,161,811,1824,72,542,1145,106,452,665,27,240,340,-5,5,107,0,0,0,0,0,0
101,0.6669,0.553,1.0906,0.9344,0.9692,1.023,14675,2932,12282,17607,12282,29888,31.12,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,498,1922,161,811,1824,72,524,1145,106,452,665,27,240,340,-5,5,107,0,0,0,0,0,0
102,1.1794,0.4468,0.5236,1.4736,1.3904,1.3424,14679,3078,12264,17757,12264,30022,23.9,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,207,627,1904,161,811,1824,72,542,1145,106,452,665,27,240,340,-5,5,107,0,0,0,0,0,0
103,0.2514,0.279,0.5522,0.7528,1.0104,0.3332,14675,2950,12292,17625,12292,29916,31.26,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,498,1932,161,811,1824,72,542,1145,106,452,665,27,240,340,-5,5,107,0,0,0,0,0,0
104,0.9041,0.2942,0.3124,1.0792,0.9158,1.0204,14675,2982,12365,17657,12365,30022,31.08,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,531,2005,161,811,1824,72,542,1145,106,452,665,27,240,340,-5,5,107,0,0,0,0,0,0
105,0.6851,0.8221,0.4738,0.6468,1.1683,1.2901,14675,2950,12282,17625,12282,29906,31.32,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,498,1922,161,811,1824,72,542,1145,106,452,665,27,240,340,-5,5,107,0,0,0,0,0,0
106,0.2967,0.3557,1.2519,1.0109,1.1994,0.4771,14675,2932,12313,17607,12313,29920,29.18,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,498,1953,161,811,1824,72,524,1145,106,452,665,27,240,340,-5,5,107,0,0,0,0,0,0
107,0.7517,0.5355,1.2528,0.6796,1.0498,1.4859,14675,2964,12282,17639,12282,29922,23.52,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,531,1922,161,811,1824,72,524,1145,106,452,665,27,240,340,-5,5,107,0,0,0,0,0,0
108,0.623,0.9132,1.1699,1.3971,0.7559,0.68,14675,2932,12282,17607,12282,29888,23.66,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,498,1922,161,811,1824,72,524,1145,106,452,665,27,240,340,-5,5,107,0,0,0,0,0,0
109,0.3261,1.3377,0.3021,0.3079,0.9335,0.8303,14675,2946,12323,17621,12323,29944,23.92,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,498,1963,161,811,1824,72,542,1145,106,449,665,27,240,340,-5,5,107,0,0,0,0,0,0
110,1.0909,0.5885,1.2082,0.2989,0.4772,1.0607,14675,3024,12283,17699,12283,29982,23.38,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,593,1923,161,811,1824,72,524,1145,106,449,665,27,240,340,-5,5,107,0,0,0,0,0,0
111,0.3062,0.5949,1.1425,1.1022,0.5678,0.3858,14675,2932,12323,17607,12323,29930,23.93,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,498,1963,161,811,1824,72,524,1145,106,452,665,27,240,340,-5,5,107,0,0,0,0,0,0
112,0.6651,1.1438,0.6763,0.3526,1.1221,0.9401,14675,2946,12282,17621,12282,29904,23.77,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,498,1922,161,811,1824,72,542,1145,106,449,665,27,240,340,-5,5,107,0,0,0,0,0,0
113,1.3941,1.4219,1.3874,0.7694,1.244,0.5962,14598,2970,11816,17568,11816,29384,23.41,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,126,536,1456,161,811,1824,72,524,1145,106,452,665,27,240,340,-5,5,107,0,0,0,0,0,0
114,0.6129,0.7195,1.4151,1.3631,0.5228,0.6702,14675,2932,12282,17607,12282,29888,23.04,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,498,1922,161,811,1824,72,524,1145,106,452,665,27,240,340,-5,5,107,0,0,0,0,0,0
115,0.6752,0.6723,0.7143,0.7039,0.4534,0.9329,14675,2950,12282,17625,12282,29906,23.79,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,498,1922,161,811,1824,72,542,1145,106,452,665,27,240,340,-5,5,107,0,0,0,0,0,0
116,1.2362,0.9027,1.2873,0.9316,0.4296,1.1866,14670,3060,12264,17730,12264,29994,23.35,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,198,627,1904,161,811,1824,72,524,1145,106,452,665,27,240,340,-5,5,107,0,0,0,0,0,0
117,1.3452,0.5659,0.2289,0.8703,0.9074,0.9377,14598,3022,11816,17620,11816,29436,23.84,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,126,570,1456,161,811,1824,72,542,1145,106,452,665,27,240,340,-5,5,107,0,0,0,0,0,0
118,1.4563,1.0466,1.2456,0.2833,0.9109,1.2245,14598,2984,11816,17582,11816,29398,26.17,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,126,554,1456,161,811,1824,72,524,1145,106,449,665,27,240,340,-5,5,107,0,0,0,0,0,0
119,0.3093,0.3062,1.1582,1.3688,0.3101,1.0244,14675,2932,12323,17607,12323,29930,23.23,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,498,1963,161,811,1824,72,524,1145,106,452,665,27,240,340,-5,5,107,0,0,0,0,0,0
120,0.387,1.1695,1.0437,0.5191,0.4866,1.195,14675,2928,12323,17603,12323,29926,24.58,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,498,1963,161,811,1824,72,524,1145,106,449,665,27,240,340,-5,5,107,0,0,0,0,0,0
121,0.878,1.1941,0.7127,0.6392,1.4588,1.0741,14675,2982,12365,17657,12365,30022,23.7,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,531,2005,161,811,1824,72,542,1145,106,452,665,27,240,340,-5,5,107,0,0,0,0,0,0
122,0.8418,0.8985,1.1372,1.1206,1.3895,0.7338,14675,2964,12365,17639,12365,30004,23.41,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,531,2005,161,811,1824,72,524,1145,106,452,665,27,240,340,-5,5,107,0,0,0,0,0,0
123,1.2741,1.0668,1.3096,1.2477,1.284,1.3552,14670,3060,12298,17730,12298,30028,23.37,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,198,627,1938,161,811,1824,72,524,1145,106,452,665,27,240,340,-5,5,107,0,0,0,0,0,0
124,1.4451,1.0324,0.881,1.1231,1.2429,0.7481,14598,3006,11816,17604,11816,29420,23.99,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,126,554,1456,161,811,1824,72,542,1145,106,452,665,27,240,340,-5,5,107,0,0,0,0,0,0
125,0.7466,0.39,1.1636,1.4883,0.6882,0.418,14675,2964,12282,17639,12282,29922,23.03,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,531,1922,161,811,1824,72,524,1145,106,452,665,27,240,340,-5,5,107,0,0,0,0,0,0
126,0.4657,0.7524,0.5796,1.4607,0.277,0.601,14675,2950,12312,17625,12312,29936,23.27,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,498,1952,161,811,1824,72,542,1145,106,452,665,27,240,340,-5,5,107,0,0,0,0,0,0
127,0.3493,1.0424,1.2087,0.4333,0.281,0.7964,14675,2928,12323,17603,12323,29926,24.45,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,498,1963,161,811,1824,72,524,1145,106,449,665,27,240,340,-5,5,107,0,0,0,0,0,0
128,0.9593,1.3821,0.2473,0.3413,0.4399,0.4826,14675,2980,12283,17655,12283,29938,23.43,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,531,1923,161,811,1824,72,542,1145,106,449,665,27,240,340,-5,5,107,0,0,0,0,0,0
129,0.506,1.1324,0.9732,0.4911,0.4405,0.5654,14675,2928,12312,17603,12312,29916,23.98,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,498,1952,161,811,1824,72,524,1145,106,449,665,27,240,340,-5,5,107,0,0,0,0,0,0
130,0.4243,1.1848,0.6052,0.9127,1.2623,0.8233,14675,2950,12323,17625,12323,29948,24.3,1,9279,-1322,904,1532,-714,2759,3334,2437,2589,-34,0,27,203,498,1963,161,811,1824,72,542,1145,106,452,665,27,240,340,-5,5,107,0,0,0,0,0,0
